"r1filename","r2filename","sampleid","r1srafolder","r2srafolder","unit","platform","datereleased"
"MLFH490820180423_CKDL210007516-1a-AK34068-AK9012_HFWH5CCX2_L4_1.fq.gz","MLFH490820180423_CKDL210007516-1a-AK34068-AK9012_HFWH5CCX2_L4_2.fq.gz","MLFH490820180423","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820180423/MLFH490820180423_CKDL210007516-1a-AK34068-AK9012_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820180423/MLFH490820180423_CKDL210007516-1a-AK34068-AK9012_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH490820180507_CKDL210007516-1a-AK31398-AK9012_HFWH5CCX2_L4_1.fq.gz","MLFH490820180507_CKDL210007516-1a-AK31398-AK9012_HFWH5CCX2_L4_2.fq.gz","MLFH490820180507","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820180507/MLFH490820180507_CKDL210007516-1a-AK31398-AK9012_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820180507/MLFH490820180507_CKDL210007516-1a-AK31398-AK9012_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH490820181108_CKDL210007516-1a-AK7838-AK9012_HFWH5CCX2_L4_1.fq.gz","MLFH490820181108_CKDL210007516-1a-AK7838-AK9012_HFWH5CCX2_L4_2.fq.gz","MLFH490820181108","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820181108/MLFH490820181108_CKDL210007516-1a-AK7838-AK9012_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820181108/MLFH490820181108_CKDL210007516-1a-AK7838-AK9012_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH490820190320_CKDL210007516-1a-AK33987-AK8944_HFWH5CCX2_L4_1.fq.gz","MLFH490820190320_CKDL210007516-1a-AK33987-AK8944_HFWH5CCX2_L4_2.fq.gz","MLFH490820190320","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190320/MLFH490820190320_CKDL210007516-1a-AK33987-AK8944_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190320/MLFH490820190320_CKDL210007516-1a-AK33987-AK8944_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH490820190405_CKDL210007516-1a-AK28238-AK8944_HFWH5CCX2_L4_1.fq.gz","MLFH490820190405_CKDL210007516-1a-AK28238-AK8944_HFWH5CCX2_L4_2.fq.gz","MLFH490820190405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190405/MLFH490820190405_CKDL210007516-1a-AK28238-AK8944_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190405/MLFH490820190405_CKDL210007516-1a-AK28238-AK8944_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH490820190417_CKDL210007516-1a-AK9787-AK8944_HFWH5CCX2_L4_1.fq.gz","MLFH490820190417_CKDL210007516-1a-AK9787-AK8944_HFWH5CCX2_L4_2.fq.gz","MLFH490820190417","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190417/MLFH490820190417_CKDL210007516-1a-AK9787-AK8944_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190417/MLFH490820190417_CKDL210007516-1a-AK9787-AK8944_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH490820190507_CKDL210007516-1a-AK10689-AK8944_HFWH5CCX2_L4_1.fq.gz","MLFH490820190507_CKDL210007516-1a-AK10689-AK8944_HFWH5CCX2_L4_2.fq.gz","MLFH490820190507","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190507/MLFH490820190507_CKDL210007516-1a-AK10689-AK8944_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190507/MLFH490820190507_CKDL210007516-1a-AK10689-AK8944_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH490820190521_CKDL210007516-1a-AK34068-AK8944_HFWH5CCX2_L4_1.fq.gz","MLFH490820190521_CKDL210007516-1a-AK34068-AK8944_HFWH5CCX2_L4_2.fq.gz","MLFH490820190521","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190521/MLFH490820190521_CKDL210007516-1a-AK34068-AK8944_HFWH5CCX2_L4_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-03-ath-release-07/raw_data/MLFH490820190521/MLFH490820190521_CKDL210007516-1a-AK34068-AK8944_HFWH5CCX2_L4_2.fq.gz",1,"ILLUMINA","2021-05-03-ath-release-07"
"MLFH490920180409_CKDL210008890-1a-AK28238-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH490920180409_CKDL210008890-1a-AK28238-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH490920180409","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920180409/MLFH490920180409_CKDL210008890-1a-AK28238-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920180409/MLFH490920180409_CKDL210008890-1a-AK28238-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920180423_CKDL210008890-1a-AK9787-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH490920180423_CKDL210008890-1a-AK9787-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH490920180423","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920180423/MLFH490920180423_CKDL210008890-1a-AK9787-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920180423/MLFH490920180423_CKDL210008890-1a-AK9787-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920180507_CKDL210008890-1a-AK10689-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH490920180507_CKDL210008890-1a-AK10689-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH490920180507","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920180507/MLFH490920180507_CKDL210008890-1a-AK10689-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920180507/MLFH490920180507_CKDL210008890-1a-AK10689-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920181108_CKDL210008890-1a-AK34068-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH490920181108_CKDL210008890-1a-AK34068-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH490920181108","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920181108/MLFH490920181108_CKDL210008890-1a-AK34068-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920181108/MLFH490920181108_CKDL210008890-1a-AK34068-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920181122_CKDL210008890-1a-AK31398-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH490920181122_CKDL210008890-1a-AK31398-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH490920181122","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920181122/MLFH490920181122_CKDL210008890-1a-AK31398-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920181122/MLFH490920181122_CKDL210008890-1a-AK31398-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920190320_CKDL210008890-1a-AK28238-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH490920190320_CKDL210008890-1a-AK28238-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH490920190320","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190320/MLFH490920190320_CKDL210008890-1a-AK28238-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190320/MLFH490920190320_CKDL210008890-1a-AK28238-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920190405_CKDL210008890-1a-AK9787-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH490920190405_CKDL210008890-1a-AK9787-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH490920190405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190405/MLFH490920190405_CKDL210008890-1a-AK9787-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190405/MLFH490920190405_CKDL210008890-1a-AK9787-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920190417_CKDL210008890-1a-AK10689-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH490920190417_CKDL210008890-1a-AK10689-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH490920190417","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190417/MLFH490920190417_CKDL210008890-1a-AK10689-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190417/MLFH490920190417_CKDL210008890-1a-AK10689-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920190507_CKDL210008890-1a-AK34068-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH490920190507_CKDL210008890-1a-AK34068-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH490920190507","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190507/MLFH490920190507_CKDL210008890-1a-AK34068-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190507/MLFH490920190507_CKDL210008890-1a-AK34068-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH490920190521_CKDL210008890-1a-AK31398-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH490920190521_CKDL210008890-1a-AK31398-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH490920190521","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190521/MLFH490920190521_CKDL210008890-1a-AK31398-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH490920190521/MLFH490920190521_CKDL210008890-1a-AK31398-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020180409_CKDL210008890-1a-AK7838-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH491020180409_CKDL210008890-1a-AK7838-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH491020180409","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020180409/MLFH491020180409_CKDL210008890-1a-AK7838-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020180409/MLFH491020180409_CKDL210008890-1a-AK7838-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020180423_CKDL210008890-1a-AK34069-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH491020180423_CKDL210008890-1a-AK34069-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH491020180423","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020180423/MLFH491020180423_CKDL210008890-1a-AK34069-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020180423/MLFH491020180423_CKDL210008890-1a-AK34069-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020180507_CKDL210008890-1a-AK34070-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH491020180507_CKDL210008890-1a-AK34070-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH491020180507","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020180507/MLFH491020180507_CKDL210008890-1a-AK34070-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020180507/MLFH491020180507_CKDL210008890-1a-AK34070-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020181025_CKDL210008890-1a-7UDI1539-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH491020181025_CKDL210008890-1a-7UDI1539-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH491020181025","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020181025/MLFH491020181025_CKDL210008890-1a-7UDI1539-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020181025/MLFH491020181025_CKDL210008890-1a-7UDI1539-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020181101_CKDL210008890-1a-7UDI1971-AK8944_HFVKHCCX2_L2_1.fq.gz","MLFH491020181101_CKDL210008890-1a-7UDI1971-AK8944_HFVKHCCX2_L2_2.fq.gz","MLFH491020181101","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020181101/MLFH491020181101_CKDL210008890-1a-7UDI1971-AK8944_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020181101/MLFH491020181101_CKDL210008890-1a-7UDI1971-AK8944_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020181108_CKDL210008890-1a-AK11638-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH491020181108_CKDL210008890-1a-AK11638-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH491020181108","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020181108/MLFH491020181108_CKDL210008890-1a-AK11638-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020181108/MLFH491020181108_CKDL210008890-1a-AK11638-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020181122_CKDL210008890-1a-AK33987-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH491020181122_CKDL210008890-1a-AK33987-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH491020181122","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020181122/MLFH491020181122_CKDL210008890-1a-AK33987-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020181122/MLFH491020181122_CKDL210008890-1a-AK33987-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020190320_CKDL210008890-1a-AK7838-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH491020190320_CKDL210008890-1a-AK7838-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH491020190320","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190320/MLFH491020190320_CKDL210008890-1a-AK7838-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190320/MLFH491020190320_CKDL210008890-1a-AK7838-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020190405_CKDL210008890-1a-AK34069-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH491020190405_CKDL210008890-1a-AK34069-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH491020190405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190405/MLFH491020190405_CKDL210008890-1a-AK34069-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190405/MLFH491020190405_CKDL210008890-1a-AK34069-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020190417_CKDL210008890-1a-AK34070-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH491020190417_CKDL210008890-1a-AK34070-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH491020190417","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190417/MLFH491020190417_CKDL210008890-1a-AK34070-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190417/MLFH491020190417_CKDL210008890-1a-AK34070-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020190507_CKDL210008890-1a-7UDI1539-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH491020190507_CKDL210008890-1a-7UDI1539-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH491020190507","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190507/MLFH491020190507_CKDL210008890-1a-7UDI1539-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190507/MLFH491020190507_CKDL210008890-1a-7UDI1539-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"MLFH491020190521_CKDL210008890-1a-7UDI1971-AK8965_HFVKHCCX2_L2_1.fq.gz","MLFH491020190521_CKDL210008890-1a-7UDI1971-AK8965_HFVKHCCX2_L2_2.fq.gz","MLFH491020190521","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190521/MLFH491020190521_CKDL210008890-1a-7UDI1971-AK8965_HFVKHCCX2_L2_1.fq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-05-17-ath-release-08/raw_data/MLFH491020190521/MLFH491020190521_CKDL210008890-1a-7UDI1971-AK8965_HFVKHCCX2_L2_2.fq.gz",1,"ILLUMINA","2021-05-17-ath-release-08"
"21093FL-01-02-35_S129_L002_R1_001.fastq.gz","21093FL-01-02-35_S129_L002_R2_001.fastq.gz","MLFH491120180409","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-35_S129_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-35_S129_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-39_S133_L002_R1_001.fastq.gz","21093FL-01-02-39_S133_L002_R2_001.fastq.gz","MLFH491120190405","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-39_S133_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-39_S133_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-40_S134_L002_R1_001.fastq.gz","21093FL-01-02-40_S134_L002_R2_001.fastq.gz","MLFH491120190417","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-40_S134_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-40_S134_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-41_S135_L002_R1_001.fastq.gz","21093FL-01-02-41_S135_L002_R2_001.fastq.gz","MLFH491120190507","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-41_S135_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-41_S135_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-42_S136_L002_R1_001.fastq.gz","21093FL-01-02-42_S136_L002_R2_001.fastq.gz","MLFH491120190521","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-42_S136_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-42_S136_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-36_S130_L002_R1_001.fastq.gz","21093FL-01-02-36_S130_L002_R2_001.fastq.gz","MLFH491220180409","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-36_S130_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-36_S130_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-37_S131_L002_R1_001.fastq.gz","21093FL-01-02-37_S131_L002_R2_001.fastq.gz","MLFH491220180423","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-37_S131_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-37_S131_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
"21093FL-01-02-38_S132_L002_R1_001.fastq.gz","21093FL-01-02-38_S132_L002_R2_001.fastq.gz","MLFH491220180507","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-38_S132_L002_R1_001.fastq.gz","/Carnegie/DPB/Data/Shared/Labs/Moi/Everyone/SRA/grenenet-phase1/2021-07-27-ath-release-09/21093-01-lane-1-2/21093FL-01-02-38_S132_L002_R2_001.fastq.gz",1,"ILLUMINA","2021-07-27-ath-release-09"
