fastq sample_id sra_folder date_released id unit_seq_run release_lane
MLFH130320190107_CKDL210004258-1a-AK31398-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320190107 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320190107 1 L3
MLFH130320190122_CKDL210004258-1a-AK7838-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320190122 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320190122 1 L3
MLFH130320190208_CKDL210004258-1a-AK34069-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320190208 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320190208 1 L3
MLFH130320190222_CKDL210004258-1a-AK34070-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320190222 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320190222 1 L3
MLFH130320190308_CKDL210004258-1a-7UDI1539-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320190308 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320190308 1 L3
MLFH130320190322_CKDL210004258-1a-7UDI1971-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130320190322 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130320190322 1 L3
MLFH130420180307_CKDL210004258-1a-AK9787-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130420180307 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420180307 1 L3
MLFH130420180321_CKDL210004258-1a-AK10689-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130420180321 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420180321 1 L3
MLFH130420181103_CKDL210004258-1a-AK34068-AK9050_HFVN3CCX2_L3_1.fq.gz MLFH130420181103 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420181103 1 L3
MLFH130420190107_CKDL210004258-1a-AK11638-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH130420190107 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420190107 1 L3
MLFH130420190122_CKDL210004258-1a-AK33987-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH130420190122 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420190122 1 L3
MLFH130420190208_CKDL210004258-1a-AK28238-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH130420190208 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420190208 1 L3
MLFH130420190222_CKDL210004258-1a-AK9787-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH130420190222 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420190222 1 L3
MLFH130420190308_CKDL210004258-1a-AK10689-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH130420190308 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420190308 1 L3
MLFH130420190322_CKDL210004258-1a-AK34068-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH130420190322 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH130420190322 1 L3
MLFH230120180522_CKDL210001607-1a-AK11638-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230120180522 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH230120180522 1 L3
MLFH230120180522_CKDL210001607-1a-AK11638-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230120180522 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230120180522 2 L3
MLFH230120180522_CKDL210001607-1a-AK11638-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH230120180522 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230120180522 2 L4
MLFH230120180531_CKDL210001607-1a-AK33987-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230120180531 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH230120180531 1 L3
MLFH230120180531_CKDL210001607-1a-AK33987-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230120180531 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230120180531 2 L3
MLFH230120180531_CKDL210001607-1a-AK33987-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH230120180531 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230120180531 2 L4
MLFH230120180609_CKDL210001607-1a-AK28238-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230120180609 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH230120180609 1 L3
MLFH230120180609_CKDL210001607-1a-AK28238-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230120180609 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230120180609 2 L3
MLFH230120180609_CKDL210001607-1a-AK28238-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH230120180609 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230120180609 2 L4
MLFH230220180522_CKDL210001607-1a-AK9787-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230220180522 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH230220180522 1 L3
MLFH230220180522_CKDL210001607-1a-AK9787-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230220180522 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230220180522 2 L3
MLFH230220180522_CKDL210001607-1a-AK9787-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH230220180522 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230220180522 2 L4
MLFH230220180531_CKDL210001607-1a-AK10689-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230220180531 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH230220180531 1 L3
MLFH230220180531_CKDL210001607-1a-AK10689-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230220180531 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230220180531 2 L3
MLFH230220180531_CKDL210001607-1a-AK10689-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH230220180531 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230220180531 2 L4
MLFH230220180609_CKDL210001607-1a-AK34068-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230220180609 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH230220180609 1 L3
MLFH230220180609_CKDL210001607-1a-AK34068-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH230220180609 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230220180609 2 L3
MLFH230220180609_CKDL210001607-1a-AK34068-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH230220180609 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH230220180609 2 L4
MLFH230320180522_CKDL210004258-1a-AK31398-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH230320180522 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH230320180522 1 L3
MLFH230320180531_CKDL210004258-1a-AK7838-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH230320180531 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH230320180531 1 L3
MLFH230320180609_CKDL210004258-1a-AK34069-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH230320180609 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH230320180609 1 L3
MLFH230420180522_CKDL210004258-1a-AK34070-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH230420180522 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH230420180522 1 L3
MLFH230420180531_CKDL210004258-1a-7UDI1539-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH230420180531 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH230420180531 1 L3
MLFH230420180609_CKDL210004258-1a-7UDI1971-AK8191_HFVN3CCX2_L3_1.fq.gz MLFH230420180609 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH230420180609 1 L3
MLFH240120180521_CKDL210001607-1a-AK31398-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240120180521 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH240120180521 1 L3
MLFH240120180521_CKDL210001607-1a-AK31398-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240120180521 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240120180521 2 L3
MLFH240120180521_CKDL210001607-1a-AK31398-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH240120180521 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240120180521 2 L4
MLFH240120180617_CKDL210001607-1a-AK7838-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240120180617 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH240120180617 1 L3
MLFH240120180617_CKDL210001607-1a-AK7838-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240120180617 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240120180617 2 L3
MLFH240120180617_CKDL210001607-1a-AK7838-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH240120180617 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240120180617 2 L4
MLFH240120180729_CKDL210001607-1a-AK34069-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240120180729 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH240120180729 1 L3
MLFH240120180729_CKDL210001607-1a-AK34069-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240120180729 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240120180729 2 L3
MLFH240120180729_CKDL210001607-1a-AK34069-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH240120180729 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240120180729 2 L4
MLFH240220180521_CKDL210001607-1a-AK34070-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240220180521 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH240220180521 1 L3
MLFH240220180521_CKDL210001607-1a-AK34070-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240220180521 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240220180521 2 L3
MLFH240220180521_CKDL210001607-1a-AK34070-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH240220180521 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240220180521 2 L4
MLFH240220180617_CKDL210001607-1a-7UDI1539-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240220180617 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH240220180617 1 L3
MLFH240220180617_CKDL210001607-1a-7UDI1539-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240220180617 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240220180617 2 L3
MLFH240220180617_CKDL210001607-1a-7UDI1539-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH240220180617 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240220180617 2 L4
MLFH240220180729_CKDL210001607-1a-7UDI1971-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240220180729 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH240220180729 1 L3
MLFH240220180729_CKDL210001607-1a-7UDI1971-AK9050_HFLJCCCX2_L3_1.fq.gz MLFH240220180729 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240220180729 2 L3
MLFH240220180729_CKDL210001607-1a-7UDI1971-AK9050_HFVL3CCX2_L4_1.fq.gz MLFH240220180729 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH240220180729 2 L4
MLFH240320180527_CKDL210004258-1a-AK11638-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH240320180527 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH240320180527 1 L3
MLFH240320180617_CKDL210004258-1a-AK33987-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH240320180617 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH240320180617 1 L3
MLFH240320180729_CKDL210004258-1a-AK28238-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH240320180729 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH240320180729 1 L3
MLFH240420180527_CKDL210004258-1a-AK9787-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH240420180527 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH240420180527 1 L3
MLFH240420180617_CKDL210004258-1a-AK10689-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH240420180617 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH240420180617 1 L3
MLFH240420180729_CKDL210004258-1a-AK34068-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH240420180729 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH240420180729 1 L3
MLFH250120180418_CKDL210001607-1a-AK11638-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120180418 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250120180418 1 L3
MLFH250120180418_CKDL210001607-1a-AK11638-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120180418 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120180418 2 L3
MLFH250120180418_CKDL210001607-1a-AK11638-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250120180418 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120180418 2 L4
MLFH250120180502_CKDL210001607-1a-AK33987-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120180502 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250120180502 1 L3
MLFH250120180502_CKDL210001607-1a-AK33987-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120180502 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120180502 2 L3
MLFH250120180502_CKDL210001607-1a-AK33987-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250120180502 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120180502 2 L4
MLFH250120180527_CKDL210001607-1a-AK28238-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120180527 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250120180527 1 L3
MLFH250120180527_CKDL210001607-1a-AK28238-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120180527 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120180527 2 L3
MLFH250120180527_CKDL210001607-1a-AK28238-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250120180527 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120180527 2 L4
MLFH250120190403_CKDL210001607-1a-AK10689-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120190403 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250120190403 1 L3
MLFH250120190403_CKDL210001607-1a-AK10689-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120190403 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120190403 2 L3
MLFH250120190403_CKDL210001607-1a-AK10689-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250120190403 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120190403 2 L4
MLFH250120190421_CKDL210001607-1a-AK34068-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120190421 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250120190421 1 L3
MLFH250120190421_CKDL210001607-1a-AK34068-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120190421 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120190421 2 L3
MLFH250120190421_CKDL210001607-1a-AK34068-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250120190421 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120190421 2 L4
MLFH250120190508_CKDL210001607-1a-AK31398-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120190508 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250120190508 1 L3
MLFH250120190508_CKDL210001607-1a-AK31398-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120190508 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120190508 2 L3
MLFH250120190508_CKDL210001607-1a-AK31398-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250120190508 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120190508 2 L4
MLFH250120190523_CKDL210001607-1a-AK7838-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120190523 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250120190523 1 L3
MLFH250120190523_CKDL210001607-1a-AK7838-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250120190523 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120190523 2 L3
MLFH250120190523_CKDL210001607-1a-AK7838-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250120190523 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250120190523 2 L4
MLFH250220180527_CKDL210001607-1a-AK9787-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220180527 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250220180527 1 L3
MLFH250220180527_CKDL210001607-1a-AK9787-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220180527 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220180527 2 L3
MLFH250220180527_CKDL210001607-1a-AK9787-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250220180527 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220180527 2 L4
MLFH250220190403_CKDL210001607-1a-AK34069-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220190403 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250220190403 1 L3
MLFH250220190403_CKDL210001607-1a-AK34069-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220190403 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220190403 2 L3
MLFH250220190403_CKDL210001607-1a-AK34069-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250220190403 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220190403 2 L4
MLFH250220190508_CKDL210001607-1a-AK34070-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220190508 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250220190508 1 L3
MLFH250220190508_CKDL210001607-1a-AK34070-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220190508 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220190508 2 L3
MLFH250220190508_CKDL210001607-1a-AK34070-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250220190508 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220190508 2 L4
MLFH250220190523_CKDL210001607-1a-7UDI1539-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220190523 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250220190523 1 L3
MLFH250220190523_CKDL210001607-1a-7UDI1539-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220190523 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220190523 2 L3
MLFH250220190523_CKDL210001607-1a-7UDI1539-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250220190523 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220190523 2 L4
MLFH250220190926_CKDL210001607-1a-7UDI1971-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220190926 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH250220190926 1 L3
MLFH250220190926_CKDL210001607-1a-7UDI1971-AK8191_HFLJCCCX2_L3_1.fq.gz MLFH250220190926 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220190926 2 L3
MLFH250220190926_CKDL210001607-1a-7UDI1971-AK8191_HFVL3CCX2_L4_1.fq.gz MLFH250220190926 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH250220190926 2 L4
MLFH250320180418_CKDL210004258-1a-AK31398-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH250320180418 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250320180418 1 L3
MLFH250320180502_CKDL210004258-1a-AK7838-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH250320180502 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250320180502 1 L3
MLFH250320180527_CKDL210004258-1a-AK34069-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH250320180527 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250320180527 1 L3
MLFH250320190403_CKDL210004258-1a-7UDI1539-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH250320190403 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250320190403 1 L3
MLFH250320190421_CKDL210004258-1a-7UDI1971-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH250320190421 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250320190421 1 L3
MLFH250320190508_CKDL210004258-1a-AK11638-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH250320190508 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250320190508 1 L3
MLFH250320190523_CKDL210004258-1a-AK33987-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH250320190523 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250320190523 1 L3
MLFH250420180527_CKDL210004258-1a-AK34070-AK20024_HFVN3CCX2_L3_1.fq.gz MLFH250420180527 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250420180527 1 L3
MLFH250420190403_CKDL210004258-1a-AK28238-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH250420190403 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250420190403 1 L3
MLFH250420190421_CKDL210004258-1a-AK9787-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH250420190421 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250420190421 1 L3
MLFH250420190508_CKDL210004258-1a-AK10689-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH250420190508 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250420190508 1 L3
MLFH250420190523_CKDL210004258-1a-AK34068-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH250420190523 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250420190523 1 L3
MLFH250420190926_CKDL210004258-1a-AK31398-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH250420190926 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH250420190926 1 L3
MLFH260120180304_CKDL210001607-1a-AK11638-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH260120180304 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH260120180304 1 L3
MLFH260120180304_CKDL210001607-1a-AK11638-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH260120180304 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH260120180304 2 L3
MLFH260120180304_CKDL210001607-1a-AK11638-AK20024_HFVL3CCX2_L4_1.fq.gz MLFH260120180304 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH260120180304 2 L4
MLFH260220180221_CKDL210001607-1a-AK33987-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH260220180221 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH260220180221 1 L3
MLFH260220180221_CKDL210001607-1a-AK33987-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH260220180221 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH260220180221 2 L3
MLFH260220180221_CKDL210001607-1a-AK33987-AK20024_HFVL3CCX2_L4_1.fq.gz MLFH260220180221 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH260220180221 2 L4
MLFH260220180304_CKDL210001607-1a-AK28238-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH260220180304 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH260220180304 1 L3
MLFH260220180304_CKDL210001607-1a-AK28238-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH260220180304 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH260220180304 2 L3
MLFH260220180304_CKDL210001607-1a-AK28238-AK20024_HFVL3CCX2_L4_1.fq.gz MLFH260220180304 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH260220180304 2 L4
MLFH260320180221_CKDL210004258-1a-AK7838-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH260320180221 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH260320180221 1 L3
MLFH260320180304_CKDL210004258-1a-AK34069-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH260320180304 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH260320180304 1 L3
MLFH260420180221_CKDL210004258-1a-AK34070-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH260420180221 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH260420180221 1 L3
MLFH260420180304_CKDL210004258-1a-7UDI1539-AK9012_HFVN3CCX2_L3_1.fq.gz MLFH260420180304 2021-03-24-ath-greneone-release-04 2021-03-24 MLFH260420180304 1 L3
MLFH270120180605_CKDL210001607-1a-AK9787-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270120180605 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH270120180605 1 L3
MLFH270120180605_CKDL210001607-1a-AK9787-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270120180605 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270120180605 2 L3
MLFH270120180605_CKDL210001607-1a-AK9787-AK20024_HFVL3CCX2_L4_1.fq.gz MLFH270120180605 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270120180605 2 L4
MLFH270120190427_CKDL210001607-1a-AK34068-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270120190427 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH270120190427 1 L3
MLFH270120190427_CKDL210001607-1a-AK34068-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270120190427 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270120190427 2 L3
MLFH270120190427_CKDL210001607-1a-AK34068-AK20024_HFVL3CCX2_L4_1.fq.gz MLFH270120190427 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270120190427 2 L4
MLFH270120190508_CKDL210001607-1a-AK31398-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270120190508 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH270120190508 1 L3
MLFH270120190508_CKDL210001607-1a-AK31398-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270120190508 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270120190508 2 L3
MLFH270120190508_CKDL210001607-1a-AK31398-AK20024_HFVL3CCX2_L4_1.fq.gz MLFH270120190508 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270120190508 2 L4
MLFH270120190602_CKDL210001607-1a-AK7838-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270120190602 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH270120190602 1 L3
MLFH270120190602_CKDL210001607-1a-AK7838-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270120190602 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270120190602 2 L3
MLFH270120190602_CKDL210001607-1a-AK7838-AK20024_HFVL3CCX2_L4_1.fq.gz MLFH270120190602 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270120190602 2 L4
MLFH270220180902_CKDL210001607-1a-AK10689-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270220180902 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH270220180902 1 L3
MLFH270220180902_CKDL210001607-1a-AK10689-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270220180902 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270220180902 2 L3
MLFH270220180902_CKDL210001607-1a-AK10689-AK20024_HFVL3CCX2_L4_1.fq.gz MLFH270220180902 2021-04-03-ath-grenenet-release-05 2021-04-03 MLFH270220180902 2 L4
MLFH270220190427_CKDL210001607-1a-AK34069-AK20024_HFLJCCCX2_L3_1.fq.gz MLFH270220190427 2021-02-15-ath-greneone-release-02 2021-02-15 MLFH270220190427 1 L3
