CODES SITE PLOT DATE SAMPLE_ID NUMBER_FLOWERS_COLLECTED COMMENTS1 COMMENTS2 COMMENTS3 D RECODE
FH 57 1G 20190605 FH-57-1G-20190605 14 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 3G 20190605 FH-57-3G-20190605 4 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 4G 20190605 FH-57-4G-20190605 6 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 6G 20190605 FH-57-6G-20190605 5 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 7G 20190605 FH-57-7G-20190605 7 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 9G 20190605 FH-57-9G-20190605 12 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 10G 20190605 FH-57-10G-20190605 15 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 12G 20190605 FH-57-12G-20190605 6 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 13G 20190605 FH-57-13G-20190605 5 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 15G 20190605 FH-57-15G-20190605 7 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 16G 20190605 FH-57-16G-20190605 7 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
FH 57 18G 20190605 FH-57-18G-20190605 2 sent to Tubingen on June 24, 2019 na third generation 2019-06-05 FH
SB 57 1G 20190620 SB-57-1G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 3G 20190620 SB-57-3G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 4G 20190620 SB-57-4G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 6G 20190620 SB-57-6G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 7G 20190620 SB-57-7G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 9G 20190620 SB-57-9G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 10G 20190620 SB-57-10G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 12G 20190620 SB-57-12G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 13G 20190620 SB-57-13G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 15G 20190620 SB-57-15G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 16G 20190620 SB-57-16G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
SB 57 18G 20190620 SB-57-18G 20190620 na sent to Tubingen on June 24, 2019 na  2019-06-20 SB
FH 58 1 20190607 FH-58-1-20190607 5 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 2 20190607 FH-58-2-20190607 7 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 3 20190607 FH-58-3-20190607 8 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 4 20190607 FH-58-4-20190607 1 na na  2019-06-07 FH
FH 58 5 20190607 FH-58-5-20190607 6 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 6 20190607 FH-58-6-20190607 2 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 7 20190607 FH-58-7-20190607 1 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 8 20190607 FH-58-8-20190607 20 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 9 20190607 FH-58-9-20190607 9 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 10 20190607 FH-58-10-20190607 28 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 11 20190607 FH-58-11-20190607 9 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 58 12 20190607 FH-58-12-20190607 20 Very small plants (with only 1 or 2 flowers) were not sampled na  2019-06-07 FH
FH 1 1 20180518 FH-01-01-20180518 13 na na  2018-05-18 FH
FH 1 2 20180518 FH-01-02-20180518 50 na na  2018-05-18 FH
FH 1 3 20180518 FH-01-03-20180518 45 na na  2018-05-18 FH
FH 1 4 20180518 FH-01-04-20180518 22 na na  2018-05-18 FH
FH 1 5 20180518 FH-01-05-20180518 42 na na  2018-05-18 FH
FH 1 6 20180518 FH-01-06-20180518 33 na na  2018-05-18 FH
FH 1 7 20180518 FH-01-07-20180518 46 na na  2018-05-18 FH
FH 1 8 20180518 FH-01-08-20180518 27 na na  2018-05-18 FH
FH 1 9 20180518 FH-01-09-20180518 26 na na  2018-05-18 FH
FH 1 10 20180518 FH-01-10-20180518 56 na na  2018-05-18 FH
FH 1 11 20180518 FH-01-11-20180518 47 na na  2018-05-18 FH
FH 1 12 20180518 FH-01-12-20180518 33 na na  2018-05-18 FH
FH 1 1 20180507 FH-01-01-20180507 17 na na  2018-05-07 FH
FH 1 2 20180507 FH-01-02-20180507 68 na na  2018-05-07 FH
FH 1 3 20180507 FH-01-03-20180507 64 na na  2018-05-07 FH
FH 1 4 20180507 FH-01-04-20180507 71 na na  2018-05-07 FH
FH 1 5 20180507 FH-01-05-20180507 57 na na  2018-05-07 FH
FH 1 6 20180507 FH-01-06-20180507 49 na na  2018-05-07 FH
FH 1 7 20180507 FH-01-07-20180507 73 na na  2018-05-07 FH
FH 1 8 20180507 FH-01-08-20180507 77 na na  2018-05-07 FH
FH 1 9 20180507 FH-01-09-20180507 40 na na  2018-05-07 FH
FH 1 10 20180507 FH-01-10-20180507 85 na na  2018-05-07 FH
FH 1 11 20180507 FH-01-11-20180507 63 na na  2018-05-07 FH
FH 1 12 20180507 FH-01-12-20180507 81 na na  2018-05-07 FH
FH 1 1 20180423 FH-01-01-20180423 100 >100 flowering plants na  2018-04-23 FH
FH 1 2 20180423 FH-01-02-20180423 100 >100 flowering plants na  2018-04-23 FH
FH 1 3 20180423 FH-01-03-20180423 100 >100 flowering plants na  2018-04-23 FH
FH 1 4 20180423 FH-01-04-20180423 100 a bit more than 100 flowering plants na  2018-04-23 FH
FH 1 5 20180423 FH-01-05-20180423 100 >100 flowering plants na  2018-04-23 FH
FH 1 6 20180423 FH-01-06-20180423 82 na na  2018-04-23 FH
FH 1 7 20180423 FH-01-07-20180423 96 na na  2018-04-23 FH
FH 1 8 20180423 FH-01-08-20180423 100 >100 flowering plants na  2018-04-23 FH
FH 1 9 20180423 FH-01-09-20180423 93 na na  2018-04-23 FH
FH 1 10 20180423 FH-01-10-20180423 100 >100 flowering plants na  2018-04-23 FH
FH 1 11 20180423 FH-01-11-20180423 88 na na  2018-04-23 FH
FH 1 12 20180423 FH-01-12-20180423 100 >100 flowering plants na  2018-04-23 FH
FH 1 1 20180409 FH-01-01-20180409 16 na na  2018-04-09 FH
FH 1 2 20180409 FH-01-02-20180409 17 na na  2018-04-09 FH
FH 1 3 20180409 FH-01-03-20180410 20 na na  2018-04-09 FH
FH 1 4 20180409 FH-01-04-20180410 40 na na  2018-04-09 FH
FH 1 5 20180409 FH-01-05-20180411 27 na na  2018-04-09 FH
FH 1 6 20180409 FH-01-06-20180411 39 na na  2018-04-09 FH
FH 1 7 20180409 FH-01-07-20180412 39 na na  2018-04-09 FH
FH 1 8 20180409 FH-01-08-20180412 51 na na  2018-04-09 FH
FH 1 9 20180409 FH-01-09-20180413 56 na na  2018-04-09 FH
FH 1 10 20180409 FH-01-10-20180413 22 many ants in this tray na  2018-04-09 FH
FH 1 11 20180409 FH-01-11-20180414 26 na na  2018-04-09 FH
FH 1 12 20180409 FH-01-12-20180414 29 na na  2018-04-09 FH
SOIL 1 ca. one spoon of soil per plot (soil originates from 3 bags) 20171030 SOIL-01-20171030 na na na  2017-10-30 SO
FH 1 8 20190220 FH-01-8-20190220 3 Few large rosettes from 2018 flowered early among hundreds of tiny seedlings from 2019 na  2019-02-20 FH
FH 1 9 20190220 FH-01-9-20190220 1 One large rosette from 2018 flowered early among hundreds of tiny seedlings from 2019 na  2019-02-20 FH
FH 1 1 20190401 FH-01-1-20190401 17 na na  2019-04-01 FH
FH 1 2 20190401 FH-01-2-20190401 28 na na  2019-04-01 FH
FH 1 3 20190401 FH-01-3-20190401 1 na na  2019-04-01 FH
FH 1 4 20190401 FH-01-4-20190401 30 na na  2019-04-01 FH
FH 1 5 20190401 FH-01-5-20190401 10 na na  2019-04-01 FH
FH 1 6 20190401 FH-01-6-20190401 16 na na  2019-04-01 FH
FH 1 7 20190401 FH-01-7-20190401 17 na na  2019-04-01 FH
FH 1 8 20190401 FH-01-8-20190401 68 na na  2019-04-01 FH
FH 1 9 20190401 FH-01-9-20190401 2 na na  2019-04-01 FH
FH 1 10 20190401 FH-01-10-20190401 0 na na  2019-04-01 FH
FH 1 11 20190401 FH-01-11-20190401 15 na na  2019-04-01 FH
FH 1 12 20190401 FH-01-12-20190401 6 na na  2019-04-01 FH
FH 1 1 20190415 FH-01-1-20190415 55 na na  2019-04-15 FH
FH 1 2 20190415 FH-01-2-20190415 66 na na  2019-04-15 FH
FH 1 3 20190415 FH-01-3-20190415 27 na na  2019-04-15 FH
FH 1 4 20190415 FH-01-4-20190415 82 na na  2019-04-15 FH
FH 1 5 20190415 FH-01-5-20190415 63 na na  2019-04-15 FH
FH 1 6 20190415 FH-01-6-20190415 100 more plants with flowers available na  2019-04-15 FH
FH 1 7 20190415 FH-01-7-20190415 59 na na  2019-04-15 FH
FH 1 8 20190415 FH-01-8-20190415 100 more plants with flowers available na  2019-04-15 FH
FH 1 9 20190415 FH-01-9-20190415 24 na na  2019-04-15 FH
FH 1 10 20190415 FH-01-10-20190415 29 na na  2019-04-15 FH
FH 1 11 20190415 FH-01-11-20190415 52 na na  2019-04-15 FH
FH 1 12 20190415 FH-01-12-20190415 18 na na  2019-04-15 FH
FH 1 1 20190429 FH-1-1-20190429 45 na na  2019-04-29 FH
FH 1 2 20190429 FH-1-2-20190429 33 na na  2019-04-29 FH
FH 1 3 20190429 FH-1-3-20190429 33 na na  2019-04-29 FH
FH 1 4 20190429 FH-1-4-20190429 28 na na  2019-04-29 FH
FH 1 5 20190429 FH-1-5-20190429 51 na na  2019-04-29 FH
FH 1 6 20190429 FH-1-6-20190429 50 na na  2019-04-29 FH
FH 1 7 20190429 FH-1-7-20190429 19 na na  2019-04-29 FH
FH 1 8 20190429 FH-1-8-20190429 35 na na  2019-04-29 FH
FH 1 9 20190429 FH-1-9-20190429 17 na na  2019-04-29 FH
FH 1 10 20190429 FH-1-10-20190429 37 na na  2019-04-29 FH
FH 1 11 20190429 FH-1-11-20190429 21 na na  2019-04-29 FH
FH 1 12 20190429 FH-1-12-20190429 16 na na  2019-04-29 FH
Ac 1 1 20190429 Ac-1-1-20190429 na Ac = Albugo candida sample (single infected plant individual) na  2019-04-29 Ac
Ac 1 1 20190429 Ac-1-1-20190429 na na na  2019-04-29 Ac
Ac 1 2 20190429 Ac-1-2-20190430 na na na  2019-04-29 Ac
Ac 1 2 20190429 Ac-1-2-20190431 na na na  2019-04-29 Ac
Ac 1 2 20190429 Ac-1-2-20190432 na na na  2019-04-29 Ac
Ac 1 2 20190429 Ac-1-2-20190433 na na na  2019-04-29 Ac
Ac 1 3 20190429 Ac-1-3-20190434 na na na  2019-04-29 Ac
Ac 1 3 20190429 Ac-1-3-20190435 na na na  2019-04-29 Ac
Ac 1 4 20190429 Ac-1-4-20190436 na na na  2019-04-29 Ac
Ac 1 4 20190429 Ac-1-4-20190437 na na na  2019-04-29 Ac
Ac 1 4 20190429 Ac-1-4-20190438 na na na  2019-04-29 Ac
Ac 1 4 20190429 Ac-1-4-20190439 na na na  2019-04-29 Ac
Ac 1 4 20190429 Ac-1-4-20190440 na na na  2019-04-29 Ac
Ac 1 4 20190429 Ac-1-4-20190441 na na na  2019-04-29 Ac
Ac 1 4 20190429 Ac-1-4-20190442 na na na  2019-04-29 Ac
Ac 1 4 20190429 Ac-1-4-20190443 na na na  2019-04-29 Ac
Ac 1 5 20190429 Ac-1-5-20190444 na na na  2019-04-29 Ac
Ac 1 6 20190429 Ac-1-6-20190445 na na na  2019-04-29 Ac
Ac 1 7 20190429 Ac-1-7-20190446 na na na  2019-04-29 Ac
Ac 1 8 20190429 Ac-1-8-20190447 na na na  2019-04-29 Ac
Ac 1 8 20190429 Ac-1-8-20190448 na na na  2019-04-29 Ac
Ac 1 8 20190429 Ac-1-8-20190449 na na na  2019-04-29 Ac
Ac 1 8 20190429 Ac-1-8-20190450 na na na  2019-04-29 Ac
Ac 1 8 20190429 Ac-1-8-20190451 na na na  2019-04-29 Ac
Ac 1 8 20190429 Ac-1-8-20190452 na na na  2019-04-29 Ac
Ac 1 8 20190429 Ac-1-8-20190453 na na na  2019-04-29 Ac
Ac 1 8 20190429 Ac-1-8-20190454 na na na  2019-04-29 Ac
Ac 1 9 20190429 Ac-1-9-20190455 na na na  2019-04-29 Ac
Ac 1 10 20190429 Ac-1-10-20190456 na na na  2019-04-29 Ac
FH 1 1 20190513 FH-01-01-20190513 43 na na  2019-05-13 FH
FH 1 2 20190513 FH-01-02-20190513 32 na na  2019-05-13 FH
FH 1 3 20190513 FH-01-03-20190513 41 na na  2019-05-13 FH
FH 1 4 20190513 FH-01-04-20190513 54 na na  2019-05-13 FH
FH 1 5 20190513 FH-01-05-20190513 48 na na  2019-05-13 FH
FH 1 6 20190513 FH-01-06-20190513 78 na na  2019-05-13 FH
FH 1 7 20190513 FH-01-07-20190513 20 na na  2019-05-13 FH
FH 1 8 20190513 FH-01-08-20190513 34 na na  2019-05-13 FH
FH 1 9 20190513 FH-01-09-20190513 16 na na  2019-05-13 FH
FH 1 10 20190513 FH-01-10-20190513 31 na na  2019-05-13 FH
FH 1 11 20190513 FH-01-11-20190513 26 na na  2019-05-13 FH
FH 1 12 20190513 FH-01-12-20190513 16 na na  2019-05-13 FH
FH 1 1 20190528 FH-01-01-20190528 48 na na  2019-05-28 FH
FH 1 2 20190528 FH-01-02-20190528 35 na na  2019-05-28 FH
FH 1 3 20190528 FH-01-03-20190528 15 na na  2019-05-28 FH
FH 1 4 20190528 FH-01-04-20190528 41 na na  2019-05-28 FH
FH 1 5 20190528 FH-01-05-20190528 32 na na  2019-05-28 FH
FH 1 6 20190528 FH-01-06-20190528 32 na na  2019-05-28 FH
FH 1 7 20190528 FH-01-07-20190528 16 na na  2019-05-28 FH
FH 1 8 20190528 FH-01-08-20190528 35 na na  2019-05-28 FH
FH 1 9 20190528 FH-01-09-20190528 8 na na  2019-05-28 FH
FH 1 10 20190528 FH-01-10-20190528 36 na na  2019-05-28 FH
FH 1 11 20190528 FH-01-11-20190528 23 na na  2019-05-28 FH
FH 1 12 20190528 FH-01-12-20190528 11 na na  2019-05-28 FH
FH 2 1 20180420 FH-02-01-20180420 30 na na  2018-04-20 FH
FH 2 5 20180420 FH-02-05-20180420 87 na na  2018-04-20 FH
FH 2 6 20180420 FH-02-06-20180420 60 na na  2018-04-20 FH
FH 2 7 20180420 FH-02-07-20180420 32 na na  2018-04-20 FH
FH 2 8 20180420 FH-02-08-20180420 85 na na  2018-04-20 FH
FH 2 9 20180420 FH-02-09-20180420 75 na na  2018-04-20 FH
FH 2 11 20180420 FH-02-11-20180420 34 na na  2018-04-20 FH
FH 2 12 20180420 FH-02-12-20180420 31 na na  2018-04-20 FH
FH 2 13 20180420 FH-02-13-20180420 100 na na  2018-04-20 FH
FH 2 14 20180420 FH-02-14-20180420 144 na na  2018-04-20 FH
FH 2 15 20180420 FH-02-15-20180420 2 na na  2018-04-20 FH
FH 2 16 20180420 FH-02-16-20180420 58 na na  2018-04-20 FH
FH 2 18 20180420 FH-02-18-20180420 60 na na  2018-04-20 FH
FH 2 1 20180405 FH-02-01-20180405 11 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 5 20180405 FH-02-05-20180405 70 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 6 20180405 FH-02-06-20180405 7 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 7 20180405 FH-02-07-20180405 7 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 8 20180405 FH-02-08-20180405 24 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 11 20180405 FH-02-11-20180405 18 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 12 20180405 FH-02-12-20180405 12 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 13 20180405 FH-02-13-20180405 26 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 14 20180405 FH-02-14-20180405 55 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 16 20180405 FH-02-16-20180405 8 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 18 20180405 FH-02-18-20180405 16 relativelyow population size in each tray, some are completely lost due to flooding na  2018-04-05 FH
FH 2 1 20180316 FH-02-01-20180316 1 relativelyow population size in each tray, some are completely lost due to flooding na  2018-03-16 FH
FH 2 5 20180316 FH-02-05-20180316 5 relativelyow population size in each tray, some are completely lost due to flooding na  2018-03-16 FH
SOIL 2 from the soil mix after filling the trays (mix of 2 Brill peat substrate) 20171123 SOIL-02-20171123 na na na  2017-11-23 SO
FH 4 1 20180321 FH-4-1-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 2 20180321 FH-4-2-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 3 20180321 FH-4-3-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 4 20180321 FH-4-4-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 5 20180321 FH-4-5-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 6 20180321 FH-4-6-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 7 20180321 FH-4-7-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 8 20180321 FH-4-8-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 9 20180321 FH-4-9-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 10 20180321 FH-4-10-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 11 20180321 FH-4-11-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 12 20180321 FH-4-12-20180321 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-21 FH
FH 4 1 20180306 FH-4-1-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 2 20180306 FH-4-2-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 3 20180306 FH-4-3-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 4 20180306 FH-4-4-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 5 20180306 FH-4-5-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 6 20180306 FH-4-6-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 7 20180306 FH-4-7-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 8 20180306 FH-4-8-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 9 20180306 FH-4-9-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 10 20180306 FH-4-10-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 11 20180306 FH-4-11-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
FH 4 12 20180306 FH-4-12-20180306 100 Random sample of 100 flowers. Plenty of plants flowering per sampling. Flowering started and ended abruptly. A third sampling was not possible.  na  2018-03-06 FH
SOIL 4 soil sample before the establishment of the experiment 20171108 SOIL-4-20171108 NA na na  2017-11-08 SO
SB 5 1 20180723 SB-5-1-20180723 na na na  2018-07-23 SB
SB 5 2 20180723 SB-5-2-20180723 na na na  2018-07-23 SB
SB 5 3 20180723 SB-5-3-20180723 na na na  2018-07-23 SB
SB 5 4 20180723 SB-5-4-20180723 na na na  2018-07-23 SB
SB 5 5 20180723 SB-5-5-20180723 na na na  2018-07-23 SB
SB 5 6 20180723 SB-5-6-20180723 na na na  2018-07-23 SB
SB 5 7 20180723 SB-5-7-20180723 na na na  2018-07-23 SB
SB 5 8 20180723 SB-5-8-20180723 na na na  2018-07-23 SB
SB 5 9 20180723 SB-5-9-20180723 na na na  2018-07-23 SB
SB 5 10 20180723 SB-5-10-20180723 na na na  2018-07-23 SB
SB 5 11 20180723 SB-5-11-20180723 na na na  2018-07-23 SB
SB 5 12 20180723 SB-5-12-20180723 na na na  2018-07-23 SB
FH 5 1 20180426 FH-5-1-20180426 101 na na  2018-04-26 FH
FH 5 2 20180426 FH-5-2-20180426 101 na na  2018-04-26 FH
FH 5 3 20180426 FH-5-3-20180426 101 na na  2018-04-26 FH
FH 5 4 20180426 FH-5-4-20180426 101 na na  2018-04-26 FH
FH 5 5 20180426 FH-5-5-20180426 101 na na  2018-04-26 FH
FH 5 6 20180426 FH-5-6-20180426 101 na na  2018-04-26 FH
FH 5 7 20180426 FH-5-7-20180426 101 na na  2018-04-26 FH
FH 5 8 20180426 FH-5-8-20180426 101 na na  2018-04-26 FH
FH 5 9 20180426 FH-5-9-20180426 101 na na  2018-04-26 FH
FH 5 10 20180426 FH-5-10-20180426 101 na na  2018-04-26 FH
FH 5 11 20180426 FH-5-11-20180426 101 na na  2018-04-26 FH
FH 5 12 20180426 FH-5-12-20180426 101 na na  2018-04-26 FH
FH 5 1 20180411 FH-5-1-20180411 101 na na  2018-04-11 FH
FH 5 2 20180411 FH-5-2-20180411 101 na na  2018-04-11 FH
FH 5 3 20180411 FH-5-3-20180411 101 na na  2018-04-11 FH
FH 5 4 20180411 FH-5-4-20180411 101 na na  2018-04-11 FH
FH 5 5 20180411 FH-5-5-20180411 101 na na  2018-04-11 FH
FH 5 6 20180411 FH-5-6-20180411 101 na na  2018-04-11 FH
FH 5 7 20180411 FH-5-7-20180411 101 na na  2018-04-11 FH
FH 5 8 20180411 FH-5-8-20180411 101 na na  2018-04-11 FH
FH 5 9 20180411 FH-5-9-20180411 101 na na  2018-04-11 FH
FH 5 10 20180411 FH-5-10-20180411 101 na na  2018-04-11 FH
FH 5 11 20180411 FH-5-11-20180411 101 na na  2018-04-11 FH
FH 5 12 20180411 FH-5-12-20180411 101 na na  2018-04-11 FH
SOIL 5 from soil bag while filling the trays 20171002 SOIL-5-20171102 na na na  2017-10-02 SO
SB 6 1 20181107 SB-6-1-20181107 NA na na  2018-11-07 SB
SB 6 2 20181107 SB-6-2-20181107 NA na na  2018-11-07 SB
SB 6 3 20181107 SB-6-3-20181107 NA na na  2018-11-07 SB
SB 6 4 20181107 SB-6-4-20181107 NA na na  2018-11-07 SB
SB 6 5 20181107 SB-6-5-20181107 NA na na  2018-11-07 SB
SB 6 6 20181107 SB-6-6-20181107 NA na na  2018-11-07 SB
SB 6 7 20181107 SB-6-7-20181107 NA na na  2018-11-07 SB
SB 6 8 20181107 SB-6-8-20181107 NA na na  2018-11-07 SB
SB 6 9 20181107 SB-6-9-20181107 NA na na  2018-11-07 SB
SB 6 10 20181107 SB-6-10-20181107 NA na na  2018-11-07 SB
SB 6 11 20181107 SB-6-11-20181107 NA na na  2018-11-07 SB
SB 6 12 20181107 SB-6-12-20181107 NA na na  2018-11-07 SB
FH 6 1 20180425 FH-06-1-20180425 34 na na  2018-04-25 FH
FH 6 2 20180425 FH-06-2-20180425 33 na na  2018-04-25 FH
FH 6 3 20180425 FH-06-3-20180425 38 na na  2018-04-25 FH
FH 6 4 20180425 FH-06-4-20180425 37 na na  2018-04-25 FH
FH 6 5 20180425 FH-06-5-20180425 37 na na  2018-04-25 FH
FH 6 6 20180425 FH-06-6-20180425 35 na na  2018-04-25 FH
FH 6 7 20180425 FH-06-7-20180425 35 na na  2018-04-25 FH
FH 6 8 20180425 FH-06-8-20180425 25 na na  2018-04-25 FH
FH 6 9 20180425 FH-06-9-20180425 36 na na  2018-04-25 FH
FH 6 10 20180425 FH-06-10-20180425 36 na na  2018-04-25 FH
FH 6 11 20180425 FH-06-11-20180425 31 na na  2018-04-25 FH
FH 6 12 20180425 FH-06-12-20180425 29 na na  2018-04-25 FH
FH 6 1 20180412 FH-06-1-20180412 72 na na  2018-04-12 FH
FH 6 2 20180412 FH-06-2-20180412 69 na na  2018-04-12 FH
FH 6 3 20180412 FH-06-3-20180412 89 na na  2018-04-12 FH
FH 6 4 20180412 FH-06-4-20180412 75 na na  2018-04-12 FH
FH 6 5 20180412 FH-06-5-20180412 100 na na  2018-04-12 FH
FH 6 6 20180412 FH-06-6-20180412 100 na na  2018-04-12 FH
FH 6 7 20180412 FH-06-7-20180412 100 na na  2018-04-12 FH
FH 6 8 20180412 FH-06-8-20180412 100 na na  2018-04-12 FH
FH 6 9 20180412 FH-06-9-20180412 100 na na  2018-04-12 FH
FH 6 10 20180412 FH-06-10-20180412 100 na na  2018-04-12 FH
FH 6 11 20180412 FH-06-11-20180412 100 na na  2018-04-12 FH
FH 6 12 20180412 FH-06-12-20180412 100 na na  2018-04-12 FH
FH 6 1 20180328 FH-06-1-20180328 71 na na  2018-03-28 FH
FH 6 2 20180328 FH-06-2-20180328 80 na na  2018-03-28 FH
FH 6 3 20180328 FH-06-3-20180328 76 na na  2018-03-28 FH
FH 6 4 20180328 FH-06-4-20180328 64 na na  2018-03-28 FH
FH 6 5 20180328 FH-06-5-20180328 54 na na  2018-03-28 FH
FH 6 6 20180328 FH-06-6-20180328 64 na na  2018-03-28 FH
FH 6 7 20180328 FH-06-7-20180328 100 na na  2018-03-28 FH
FH 6 8 20180328 FH-06-8-20180328 77 na na  2018-03-28 FH
