"sampleid","code","site","plot","date","year","month","day","flowerscollected","isreplicate","isfailedlabwork","isdispersion","sampleid_alternative","generation","generation_merge57","mapped_reads","coverage","usesample","weighted_mean_coverage"
"MLFH540420180115","FH",54,4,"20180115",2018,1,15,17,FALSE,FALSE,FALSE,NA,1,1,6236335,6.236335,TRUE,8.81678556410256
"MLFH540420180314","FH",54,4,"20180314",2018,3,14,100,FALSE,FALSE,FALSE,NA,1,1,8031488,8.031488,TRUE,8.81678556410256
"MLFH540420180328","FH",54,4,"20180328",2018,3,28,100,FALSE,FALSE,FALSE,NA,1,1,9623299,9.623299,TRUE,8.81678556410256
"MLFH540420180412","FH",54,4,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,7672823,7.672823,TRUE,8.81678556410256
"MLFH540420180427","FH",54,4,"20180427",2018,4,27,34,FALSE,FALSE,FALSE,NA,1,1,13409207,13.409207,TRUE,8.81678556410256
"MLFH540420190330","FH",54,4,"20190330",2019,3,30,100,FALSE,FALSE,FALSE,NA,2,2,8369154,8.369154,TRUE,8.20878331034483
"MLFH540420190418","FH",54,4,"20190418",2019,4,18,102,FALSE,FALSE,FALSE,NA,2,2,8442264,8.442264,TRUE,8.20878331034483
"MLFH540420190524","FH",54,4,"20190524",2019,5,24,59,FALSE,FALSE,FALSE,NA,2,2,7533324,7.533324,TRUE,8.20878331034483
"MLFH540420200325","FH",54,4,"20200325",2020,3,25,10,FALSE,FALSE,FALSE,NA,3,3,6378175,6.378175,TRUE,7.59194583333333
"MLFH540420200408","FH",54,4,"20200408",2020,4,8,14,FALSE,FALSE,FALSE,NA,3,3,8458925,8.458925,TRUE,7.59194583333333
"MLFH540520180115","FH",54,5,"20180115",2018,1,15,14,FALSE,FALSE,FALSE,NA,1,1,6547875,6.547875,TRUE,7.86953285585586
"MLFH540520180314","FH",54,5,"20180314",2018,3,14,100,FALSE,FALSE,FALSE,NA,1,1,8051729,8.051729,TRUE,7.86953285585586
"MLFH540520180328","FH",54,5,"20180328",2018,3,28,100,FALSE,FALSE,FALSE,NA,1,1,7590543,7.590543,TRUE,7.86953285585586
"MLFH540520180412","FH",54,5,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,6892123,6.892123,TRUE,7.86953285585586
"MLFH540520180427","FH",54,5,"20180427",2018,4,27,19,FALSE,FALSE,FALSE,NA,1,1,14497089,14.497089,TRUE,7.86953285585586
"MLFH540520190330","FH",54,5,"20190330",2019,3,30,66,FALSE,FALSE,FALSE,NA,2,2,8218076,8.218076,TRUE,8.35435248044693
"MLFH540520190418","FH",54,5,"20190418",2019,4,18,77,FALSE,FALSE,FALSE,NA,2,2,8856298,8.856298,TRUE,8.35435248044693
"MLFH540520190524","FH",54,5,"20190524",2019,5,24,36,FALSE,FALSE,FALSE,NA,2,2,7530587,7.530587,TRUE,8.35435248044693
"MLFH540520200325","FH",54,5,"20200325",2020,3,25,61,FALSE,FALSE,FALSE,NA,3,3,9182669,9.182669,TRUE,9.26133394623656
"MLFH540520200408","FH",54,5,"20200408",2020,4,8,32,FALSE,FALSE,FALSE,NA,3,3,9411289,9.411289,TRUE,9.26133394623656
"MLFH540620180115","FH",54,6,"20180115",2018,1,15,12,FALSE,FALSE,FALSE,NA,1,1,6596522,6.596522,TRUE,4.29113435474006
"MLFH540620180314","FH",54,6,"20180314",2018,3,14,100,FALSE,FALSE,FALSE,NA,1,1,4370795,4.370795,TRUE,4.29113435474006
"MLFH540620180328","FH",54,6,"20180328",2018,3,28,100,FALSE,FALSE,FALSE,NA,1,1,3696614,3.696614,TRUE,4.29113435474006
"MLFH540620180412","FH",54,6,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,4253407,4.253407,TRUE,4.29113435474006
"MLFH540620180427","FH",54,6,"20180427",2018,4,27,15,FALSE,FALSE,FALSE,NA,1,1,6130738,6.130738,TRUE,4.29113435474006
"MLFH540620190330","FH",54,6,"20190330",2019,3,30,9,FALSE,FALSE,FALSE,NA,2,2,8518558,8.518558,TRUE,7.49556712
"MLFH540620190418","FH",54,6,"20190418",2019,4,18,24,FALSE,FALSE,FALSE,NA,2,2,7828499,7.828499,TRUE,7.49556712
"MLFH540620190524","FH",54,6,"20190524",2019,5,24,42,FALSE,FALSE,FALSE,NA,2,2,7086108,7.086108,TRUE,7.49556712
"MLFH540620200325","FH",54,6,"20200325",2020,3,25,39,FALSE,FALSE,FALSE,NA,3,3,5657405,5.657405,TRUE,7.08827537974684
"MLFH540620200408","FH",54,6,"20200408",2020,4,8,40,FALSE,FALSE,FALSE,NA,3,3,8483374,8.483374,TRUE,7.08827537974684
"MLFH540720180115","FH",54,7,"20180115",2018,1,15,15,FALSE,FALSE,FALSE,NA,1,1,5220218,5.220218,TRUE,4.85247896219931
"MLFH540720180314","FH",54,7,"20180314",2018,3,14,62,FALSE,FALSE,FALSE,NA,1,1,4422146,4.422146,TRUE,4.85247896219931
"MLFH540720180328","FH",54,7,"20180328",2018,3,28,100,FALSE,FALSE,FALSE,NA,1,1,5392585,5.392585,TRUE,4.85247896219931
"MLFH540720180412","FH",54,7,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,4500957,4.500957,TRUE,4.85247896219931
"MLFH540720180427","FH",54,7,"20180427",2018,4,27,14,FALSE,FALSE,FALSE,NA,1,1,5017204,5.017204,TRUE,4.85247896219931
"MLFH540720190330","FH",54,7,"20190330",2019,3,30,11,FALSE,FALSE,FALSE,NA,2,2,8709476,8.709476,TRUE,8.272298
"MLFH540720190418","FH",54,7,"20190418",2019,4,18,6,FALSE,FALSE,FALSE,NA,2,2,8668814,8.668814,TRUE,8.272298
"MLFH540720190524","FH",54,7,"20190524",2019,5,24,6,FALSE,FALSE,FALSE,NA,2,2,7074289,7.074289,TRUE,8.272298
"MLFH540720200325","FH",54,7,"20200325",2020,3,25,10,FALSE,FALSE,FALSE,NA,3,3,4424959,4.424959,TRUE,4.46318077777778
"MLFH540720200408","FH",54,7,"20200408",2020,4,8,8,FALSE,FALSE,FALSE,NA,3,3,4510958,4.510958,TRUE,4.46318077777778
"MLFH540820180115","FH",54,8,"20180115",2018,1,15,12,FALSE,FALSE,FALSE,NA,1,1,10453879,10.453879,TRUE,8.07045578145695
"MLFH540820180314","FH",54,8,"20180314",2018,3,14,72,FALSE,FALSE,FALSE,NA,1,1,10256868,10.256868,TRUE,8.07045578145695
"MLFH540820180328","FH",54,8,"20180328",2018,3,28,100,FALSE,FALSE,FALSE,NA,1,1,7533038,7.533038,TRUE,8.07045578145695
"MLFH540820180412","FH",54,8,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,7221238,7.221238,TRUE,8.07045578145695
"MLFH540820180427","FH",54,8,"20180427",2018,4,27,18,FALSE,FALSE,FALSE,NA,1,1,5439389,5.439389,TRUE,8.07045578145695
"MLFH540820190330","FH",54,8,"20190330",2019,3,30,72,FALSE,FALSE,FALSE,NA,2,2,8804740,8.80474,TRUE,6.15553237765957
"MLFH540820190418","FH",54,8,"20190418",2019,4,18,69,FALSE,FALSE,FALSE,NA,2,2,5106623,5.106623,TRUE,6.15553237765957
"MLFH540820190524","FH",54,8,"20190524",2019,5,24,47,FALSE,FALSE,FALSE,NA,2,2,3637060,3.63706,TRUE,6.15553237765957
"MLFH540820200325","FH",54,8,"20200325",2020,3,25,67,FALSE,FALSE,FALSE,NA,3,3,4184950,4.18495,TRUE,4.54172025165563
"MLFH540820200408","FH",54,8,"20200408",2020,4,8,84,FALSE,FALSE,FALSE,NA,3,3,4826287,4.826287,TRUE,4.54172025165563
"MLFH540920180115","FH",54,9,"20180115",2018,1,15,6,FALSE,FALSE,FALSE,NA,1,1,8936783,8.936783,TRUE,7.90746040645161
"MLFH540920180314","FH",54,9,"20180314",2018,3,14,82,FALSE,FALSE,FALSE,NA,1,1,8644528,8.644528,TRUE,7.90746040645161
"MLFH540920180328","FH",54,9,"20180328",2018,3,28,100,FALSE,FALSE,FALSE,NA,1,1,7853736,7.853736,TRUE,7.90746040645161
"MLFH540920180412","FH",54,9,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,7154528,7.154528,TRUE,7.90746040645161
"MLFH540920180427","FH",54,9,"20180427",2018,4,27,22,FALSE,FALSE,FALSE,NA,1,1,8546106,8.546106,TRUE,7.90746040645161
"MLFH540920190330","FH",54,9,"20190330",2019,3,30,50,FALSE,FALSE,FALSE,NA,2,2,8629797,8.629797,TRUE,7.91258865517241
"MLFH540920190418","FH",54,9,"20190418",2019,4,18,36,FALSE,FALSE,FALSE,NA,2,2,7287239,7.287239,TRUE,7.91258865517241
"MLFH540920190524","FH",54,9,"20190524",2019,5,24,30,FALSE,FALSE,FALSE,NA,2,2,7467661,7.467661,TRUE,7.91258865517241
"MLFH540920200325","FH",54,9,"20200325",2020,3,25,51,FALSE,FALSE,FALSE,NA,3,3,6824680,6.82468,TRUE,5.28385306153846
"MLFH540920200408","FH",54,9,"20200408",2020,4,8,79,FALSE,FALSE,FALSE,NA,3,3,4289142,4.289142,TRUE,5.28385306153846
"MLFH541020180115","FH",54,10,"20180115",2018,1,15,12,FALSE,FALSE,FALSE,NA,1,1,8445290,8.44529,TRUE,7.22656778025478
"MLFH541020180314","FH",54,10,"20180314",2018,3,14,83,FALSE,FALSE,FALSE,NA,1,1,7432472,7.432472,TRUE,7.22656778025478
"MLFH541020180328","FH",54,10,"20180328",2018,3,28,100,FALSE,FALSE,FALSE,NA,1,1,6508126,6.508126,TRUE,7.22656778025478
"MLFH541020180412","FH",54,10,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,7480752,7.480752,TRUE,7.22656778025478
"MLFH541020180427","FH",54,10,"20180427",2018,4,27,19,FALSE,FALSE,FALSE,NA,1,1,8000833,8.000833,TRUE,7.22656778025478
"MLFH541020190330","FH",54,10,"20190330",2019,3,30,26,FALSE,FALSE,FALSE,NA,2,2,8492083,8.492083,TRUE,7.96969211494253
"MLFH541020190418","FH",54,10,"20190418",2019,4,18,41,FALSE,FALSE,FALSE,NA,2,2,7638556,7.638556,TRUE,7.96969211494253
"MLFH541020190524","FH",54,10,"20190524",2019,5,24,20,FALSE,FALSE,FALSE,NA,2,2,7969413,7.969413,TRUE,7.96969211494253
"MLFH541020200325","FH",54,10,"20200325",2020,3,25,22,FALSE,FALSE,FALSE,NA,3,3,4504772,4.504772,TRUE,4.21399253623188
"MLFH541020200408","FH",54,10,"20200408",2020,4,8,47,FALSE,FALSE,FALSE,NA,3,3,4077883,4.077883,TRUE,4.21399253623188
"MLFH541120180115","FH",54,11,"20180115",2018,1,15,11,FALSE,FALSE,FALSE,NA,1,1,8001945,8.001945,TRUE,7.76142861363636
"MLFH541120180314","FH",54,11,"20180314",2018,3,14,70,FALSE,FALSE,FALSE,NA,1,1,6706511,6.706511,TRUE,7.76142861363636
"MLFH541120180328","FH",54,11,"20180328",2018,3,28,100,FALSE,FALSE,FALSE,NA,1,1,8210820,8.21082,TRUE,7.76142861363636
"MLFH541120180412","FH",54,11,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,7433291,7.433291,TRUE,7.76142861363636
"MLFH541120180427","FH",54,11,"20180427",2018,4,27,27,FALSE,FALSE,FALSE,NA,1,1,9949324,9.949324,TRUE,7.76142861363636
"MLFH541120190330","FH",54,11,"20190330",2019,3,30,93,FALSE,FALSE,FALSE,NA,2,2,9774269,9.774269,TRUE,10.454737223301
"MLFH541120190418","FH",54,11,"20190418",2019,4,18,89,FALSE,FALSE,FALSE,NA,2,2,10842387,10.842387,TRUE,10.454737223301
"MLFH541120190524","FH",54,11,"20190524",2019,5,24,24,FALSE,FALSE,FALSE,NA,2,2,11654017,11.654017,TRUE,10.454737223301
"MLFH541120200325","FH",54,11,"20200325",2020,3,25,43,FALSE,FALSE,FALSE,NA,3,3,6710218,6.710218,TRUE,11.0258486666667
"MLFH541120200408","FH",54,11,"20200408",2020,4,8,74,FALSE,FALSE,FALSE,NA,3,3,13533580,13.53358,TRUE,11.0258486666667
"MLFH541220180115","FH",54,12,"20180115",2018,1,15,10,FALSE,FALSE,FALSE,NA,1,1,7345691,7.345691,TRUE,7.36494685113269
"MLFH541220180314","FH",54,12,"20180314",2018,3,14,70,FALSE,FALSE,FALSE,NA,1,1,8027052,8.027052,TRUE,7.36494685113269
"MLFH541220180328","FH",54,12,"20180328",2018,3,28,90,FALSE,FALSE,FALSE,NA,1,1,6703348,6.703348,TRUE,7.36494685113269
"MLFH541220180412","FH",54,12,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,7219611,7.219611,TRUE,7.36494685113269
"MLFH541220180427","FH",54,12,"20180427",2018,4,27,39,FALSE,FALSE,FALSE,NA,1,1,8080913,8.080913,TRUE,7.36494685113269
"MLFH541220190418","FH",54,12,"20190418",2019,4,18,1,FALSE,FALSE,FALSE,NA,2,2,6829981,6.829981,TRUE,8.39010624137931
"MLFH541220190524","FH",54,12,"20190524",2019,5,24,28,FALSE,FALSE,FALSE,NA,2,2,8445825,8.445825,TRUE,8.39010624137931
"MLFH541220200325","FH",54,12,"20200325",2020,3,25,31,FALSE,FALSE,FALSE,NA,3,3,14801658,14.801658,TRUE,13.0411846516854
"MLFH541220200408","FH",54,12,"20200408",2020,4,8,58,FALSE,FALSE,FALSE,NA,3,3,12100242,12.100242,TRUE,13.0411846516854
"MLFH550120180312","FH",55,1,"20180312",2018,3,12,1,FALSE,FALSE,FALSE,NA,1,1,1285885,1.285885,TRUE,12.8854541666667
"MLFH550120180326","FH",55,1,"20180326",2018,3,26,2,FALSE,FALSE,FALSE,NA,1,1,65799,0.065799,FALSE,NA
"MLFH550120180412","FH",55,1,"20180412",2018,4,12,5,FALSE,FALSE,FALSE,NA,1,1,15205368,15.205368,TRUE,12.8854541666667
"MLFH550120190506","FH",55,1,"20190506",2019,5,6,2,FALSE,FALSE,FALSE,NA,2,2,2851615,2.851615,TRUE,2.74512266666667
"MLFH550120190521","FH",55,1,"20190521",2019,5,21,1,FALSE,FALSE,FALSE,NA,2,2,2532138,2.532138,TRUE,2.74512266666667
"MLFH550120200228","FH",55,1,"20200228",2020,2,28,3,FALSE,FALSE,FALSE,NA,3,3,2593960,2.59396,TRUE,2.59396
"MLFH550220180222","FH",55,2,"20180222",2018,2,22,7,FALSE,FALSE,FALSE,NA,1,1,7586513,7.586513,TRUE,10.4507512993197
"MLFH550220180312","FH",55,2,"20180312",2018,3,12,14,FALSE,FALSE,FALSE,NA,1,1,7963054,7.963054,TRUE,10.4507512993197
"MLFH550220180326","FH",55,2,"20180326",2018,3,26,26,FALSE,FALSE,FALSE,NA,1,1,15696619,15.696619,TRUE,10.4507512993197
"MLFH550220180412","FH",55,2,"20180412",2018,4,12,100,FALSE,FALSE,FALSE,NA,1,1,9635600,9.6356,TRUE,10.4507512993197
"MLFH550220190421","FH",55,2,"20190421",2019,4,21,7,FALSE,FALSE,FALSE,NA,2,2,10853343,10.853343,TRUE,11.7238832727273
"MLFH550220190506","FH",55,2,"20190506",2019,5,6,6,FALSE,FALSE,FALSE,NA,2,2,3937883,3.937883,TRUE,11.7238832727273
"MLFH550220190521","FH",55,2,"20190521",2019,5,21,9,FALSE,FALSE,FALSE,NA,2,2,17591637,17.591637,TRUE,11.7238832727273
"MLFH550220200214","FH",55,2,"20200214",2020,2,14,11,FALSE,FALSE,FALSE,NA,3,3,7463480,7.46348,TRUE,10.6936515588235
"MLFH550220200228","FH",55,2,"20200228",2020,2,28,57,FALSE,FALSE,FALSE,NA,3,3,11317018,11.317018,TRUE,10.6936515588235
"MLFH550320180222","FH",55,3,"20180222",2018,2,22,1,FALSE,FALSE,FALSE,NA,1,1,657115,0.657115,FALSE,NA
"MLFH550320180312","FH",55,3,"20180312",2018,3,12,2,FALSE,FALSE,FALSE,NA,1,1,4104530,4.10453,TRUE,2.08747333333333
"MLFH550320180326","FH",55,3,"20180326",2018,3,26,3,FALSE,FALSE,FALSE,NA,1,1,926451,0.926451,FALSE,NA
"MLFH550320180412","FH",55,3,"20180412",2018,4,12,4,FALSE,FALSE,FALSE,NA,1,1,1078945,1.078945,TRUE,2.08747333333333
"MLFH550320190421","FH",55,3,"20190421",2019,4,21,4,FALSE,FALSE,FALSE,NA,2,2,1371148,1.371148,TRUE,2.53786127272727
"MLFH550320190506","FH",55,3,"20190506",2019,5,6,4,FALSE,FALSE,FALSE,NA,2,2,4115118,4.115118,TRUE,2.53786127272727
"MLFH550320190521","FH",55,3,"20190521",2019,5,21,3,FALSE,FALSE,FALSE,NA,2,2,1990470,1.99047,TRUE,2.53786127272727
"MLFH550420180312","FH",55,4,"20180312",2018,3,12,3,FALSE,FALSE,FALSE,NA,1,1,491453,0.491453,FALSE,NA
"MLFH550420180326","FH",55,4,"20180326",2018,3,26,5,FALSE,FALSE,FALSE,NA,1,1,1043681,1.043681,TRUE,5.296220625
"MLFH550420180412","FH",55,4,"20180412",2018,4,12,19,FALSE,FALSE,FALSE,NA,1,1,6415310,6.41531,TRUE,5.296220625
"MLFH550420190405","FH",55,4,"20190405",2019,4,5,1,FALSE,FALSE,FALSE,NA,2,2,480628,0.480628,FALSE,NA
"MLFH550420190506","FH",55,4,"20190506",2019,5,6,4,FALSE,FALSE,FALSE,NA,2,2,10265779,10.265779,TRUE,10.265779
"MLFH550420190521","FH",55,4,"20190521",2019,5,21,1,FALSE,FALSE,FALSE,NA,2,2,289599,0.289599,FALSE,NA
"MLFH550420200228","FH",55,4,"20200228",2020,2,28,100,FALSE,FALSE,FALSE,NA,3,3,7190707,7.190707,TRUE,7.190707
"MLFH550520180312","FH",55,5,"20180312",2018,3,12,1,FALSE,FALSE,FALSE,NA,1,1,79996,0.079996,FALSE,NA
"MLFH550520180326","FH",55,5,"20180326",2018,3,26,2,FALSE,FALSE,FALSE,NA,1,1,354067,0.354067,FALSE,NA
"MLFH550520180412","FH",55,5,"20180412",2018,4,12,20,FALSE,FALSE,FALSE,NA,1,1,4804253,4.804253,TRUE,4.804253
"MLFH550520190405","FH",55,5,"20190405",2019,4,5,1,FALSE,FALSE,FALSE,NA,2,2,1857663,1.857663,TRUE,3.80576538636364
"MLFH550520190421","FH",55,5,"20190421",2019,4,21,9,FALSE,FALSE,FALSE,NA,2,2,1333442,1.333442,TRUE,3.80576538636364
"MLFH550520190506","FH",55,5,"20190506",2019,5,6,16,FALSE,FALSE,FALSE,NA,2,2,7885120,7.88512,TRUE,3.80576538636364
"MLFH550520190521","FH",55,5,"20190521",2019,5,21,18,FALSE,FALSE,FALSE,NA,2,2,1524062,1.524062,TRUE,3.80576538636364
"MLFH550620180222","FH",55,6,"20180222",2018,2,22,4,FALSE,FALSE,FALSE,NA,1,1,1082562,1.082562,TRUE,9.20674929824561
"MLFH550620180312","FH",55,6,"20180312",2018,3,12,13,FALSE,FALSE,FALSE,NA,1,1,7723156,7.723156,TRUE,9.20674929824561
"MLFH550620180326","FH",55,6,"20180326",2018,3,26,17,FALSE,FALSE,FALSE,NA,1,1,6254192,6.254192,TRUE,9.20674929824561
"MLFH550620180412","FH",55,6,"20180412",2018,4,12,80,FALSE,FALSE,FALSE,NA,1,1,10481461,10.481461,TRUE,9.20674929824561
"MLFH550620190405","FH",55,6,"20190405",2019,4,5,1,FALSE,FALSE,FALSE,NA,2,2,174438,0.174438,FALSE,NA
"MLFH550620190421","FH",55,6,"20190421",2019,4,21,5,FALSE,FALSE,FALSE,NA,2,2,2519358,2.519358,TRUE,5.84676875757576
"MLFH550620190506","FH",55,6,"20190506",2019,5,6,7,FALSE,FALSE,FALSE,NA,2,2,7145656,7.145656,TRUE,5.84676875757576
"MLFH550620190521","FH",55,6,"20190521",2019,5,21,21,FALSE,FALSE,FALSE,NA,2,2,6206047,6.206047,TRUE,5.84676875757576
"MLFH550620200228","FH",55,6,"20200228",2020,2,28,100,FALSE,FALSE,FALSE,NA,3,3,6431442,6.431442,TRUE,6.431442
"MLFH550720180412","FH",55,7,"20180412",2018,4,12,2,FALSE,FALSE,FALSE,NA,1,1,6460837,6.460837,TRUE,6.460837
"MLFH550820180312","FH",55,8,"20180312",2018,3,12,3,FALSE,FALSE,FALSE,NA,1,1,5637456,5.637456,TRUE,5.53409296
"MLFH550820180326","FH",55,8,"20180326",2018,3,26,2,FALSE,FALSE,FALSE,NA,1,1,5436808,5.436808,TRUE,5.53409296
"MLFH550820180412","FH",55,8,"20180412",2018,4,12,20,FALSE,FALSE,FALSE,NA,1,1,5528317,5.528317,TRUE,5.53409296
"MLFH550820190421","FH",55,8,"20190421",2019,4,21,7,FALSE,FALSE,FALSE,NA,2,2,5795076,5.795076,TRUE,6.01305063157895
"MLFH550820190506","FH",55,8,"20190506",2019,5,6,6,FALSE,FALSE,FALSE,NA,2,2,6029295,6.029295,TRUE,6.01305063157895
"MLFH550820190521","FH",55,8,"20190521",2019,5,21,6,FALSE,FALSE,FALSE,NA,2,2,6251110,6.25111,TRUE,6.01305063157895
"MLFH550820200214","FH",55,8,"20200214",2020,2,14,24,FALSE,FALSE,FALSE,NA,3,3,6607798,6.607798,TRUE,6.59724477419355
"MLFH550820200228","FH",55,8,"20200228",2020,2,28,100,FALSE,FALSE,FALSE,NA,3,3,6594712,6.594712,TRUE,6.59724477419355
"MLFH550920180412","FH",55,9,"20180412",2018,4,12,3,FALSE,FALSE,FALSE,NA,1,1,5447892,5.447892,TRUE,5.447892
"MLFH551020180412","FH",55,10,"20180412",2018,4,12,2,FALSE,FALSE,FALSE,NA,1,1,8142347,8.142347,TRUE,8.142347
"MLFH551020190405","FH",55,10,"20190405",2019,4,5,1,FALSE,FALSE,FALSE,NA,2,2,7554963,7.554963,TRUE,6.27473433333333
"MLFH551020190506","FH",55,10,"20190506",2019,5,6,1,FALSE,FALSE,FALSE,NA,2,2,5758808,5.758808,TRUE,6.27473433333333
"MLFH551020190521","FH",55,10,"20190521",2019,5,21,1,FALSE,FALSE,FALSE,NA,2,2,5510432,5.510432,TRUE,6.27473433333333
"MLFH551020200228","FH",55,10,"20200228",2020,2,28,9,FALSE,FALSE,FALSE,NA,3,3,6890528,6.890528,TRUE,6.890528
"MLFH551120180412","FH",55,11,"20180412",2018,4,12,3,FALSE,FALSE,FALSE,NA,1,1,5977619,5.977619,TRUE,5.977619
"MLFH551120200214","FH",55,11,"20200214",2020,2,14,7,FALSE,FALSE,FALSE,NA,3,3,2511075,2.511075,TRUE,2.91459261538462
"MLFH551120200228","FH",55,11,"20200228",2020,2,28,19,FALSE,FALSE,FALSE,NA,3,3,3063257,3.063257,TRUE,2.91459261538462
"MLFH551220180222","FH",55,12,"20180222",2018,2,22,1,FALSE,FALSE,FALSE,NA,1,1,5895036,5.895036,TRUE,5.82765153488372
"MLFH551220180312","FH",55,12,"20180312",2018,3,12,2,FALSE,FALSE,FALSE,NA,1,1,5937219,5.937219,TRUE,5.82765153488372
"MLFH551220180326","FH",55,12,"20180326",2018,3,26,3,FALSE,FALSE,FALSE,NA,1,1,6584496,6.584496,TRUE,5.82765153488372
"MLFH551220180412","FH",55,12,"20180412",2018,4,12,37,FALSE,FALSE,FALSE,NA,1,1,5758542,5.758542,TRUE,5.82765153488372
"MLFH551220190421","FH",55,12,"20190421",2019,4,21,2,FALSE,FALSE,FALSE,NA,2,2,4551639,4.551639,TRUE,5.17486066666667
"MLFH551220190506","FH",55,12,"20190506",2019,5,6,6,FALSE,FALSE,FALSE,NA,2,2,5998623,5.998623,TRUE,5.17486066666667
"MLFH551220190521","FH",55,12,"20190521",2019,5,21,7,FALSE,FALSE,FALSE,NA,2,2,4646842,4.646842,TRUE,5.17486066666667
"MLFH551220200214","FH",55,12,"20200214",2020,2,14,9,FALSE,FALSE,FALSE,NA,3,3,4046278,4.046278,TRUE,3.98840635643564
"MLFH551220200228","FH",55,12,"20200228",2020,2,28,92,FALSE,FALSE,FALSE,NA,3,3,3982745,3.982745,TRUE,3.98840635643564
"MLFH570120180425","FH",57,1,"20180425",2018,4,25,6,FALSE,FALSE,FALSE,NA,1,1,2184900,2.1849,TRUE,6.68872078095238
"MLFH570120180508","FH",57,1,"20180508",2018,5,8,3,FALSE,FALSE,FALSE,NA,1,1,16446329,16.446329,TRUE,6.68872078095238
"MLFH570120180523","FH",57,1,"20180523",2018,5,23,1,FALSE,FALSE,FALSE,NA,1,1,84797,0.084797,FALSE,NA
"MLFH570120180919","FH",57,1,"20180919",2018,9,19,38,FALSE,FALSE,FALSE,NA,2,1,10380412,10.380412,TRUE,6.68872078095238
"MLFH570120181003","FH",57,1,"20181003",2018,10,3,49,FALSE,FALSE,FALSE,NA,2,1,1412608,1.412608,TRUE,6.68872078095238
"MLFH570120181015","FH",57,1,"20181015",2018,10,15,38,FALSE,FALSE,FALSE,NA,2,1,7439733,7.439733,TRUE,6.68872078095238
"MLFH570120181030","FH",57,1,"20181030",2018,10,30,22,FALSE,FALSE,FALSE,NA,2,1,1556621,1.556621,TRUE,6.68872078095238
"MLFH570120181114","FH",57,1,"20181114",2018,11,14,23,FALSE,FALSE,FALSE,NA,2,1,10224215,10.224215,TRUE,6.68872078095238
"MLFH570120181128","FH",57,1,"20181128",2018,11,28,22,FALSE,FALSE,FALSE,NA,2,1,6339971,6.339971,TRUE,6.68872078095238
"MLFH570120181211","FH",57,1,"20181211",2018,12,11,9,FALSE,FALSE,FALSE,NA,2,1,20768634,20.768634,TRUE,6.68872078095238
"MLFH570120190116","FH",57,1,"20190116",2019,1,16,15,FALSE,FALSE,FALSE,NA,3,2,12109741,12.109741,TRUE,17.0657579598394
"MLFH570120190129","FH",57,1,"20190129",2019,1,29,9,FALSE,FALSE,FALSE,NA,3,2,11532603,11.532603,TRUE,17.0657579598394
"MLFH570120190213","FH",57,1,"20190213",2019,2,13,6,FALSE,FALSE,FALSE,NA,3,2,10615803,10.615803,TRUE,17.0657579598394
"MLFH570120190227","FH",57,1,"20190227",2019,2,27,22,FALSE,FALSE,FALSE,NA,3,2,19541671,19.541671,TRUE,17.0657579598394
"MLFH570120190313","FH",57,1,"20190313",2019,3,13,9,FALSE,FALSE,FALSE,NA,3,2,18465378,18.465378,TRUE,17.0657579598394
"MLFH570120190327","FH",57,1,"20190327",2019,3,27,30,FALSE,FALSE,FALSE,NA,3,2,21080454,21.080454,TRUE,17.0657579598394
"MLFH570120190410","FH",57,1,"20190410",2019,4,10,69,FALSE,FALSE,FALSE,NA,3,2,18069674,18.069674,TRUE,17.0657579598394
"MLFH570120190424","FH",57,1,"20190424",2019,4,24,27,FALSE,FALSE,FALSE,NA,3,2,22104824,22.104824,TRUE,17.0657579598394
"MLFH570120190508","FH",57,1,"20190508",2019,5,8,8,FALSE,FALSE,FALSE,NA,3,2,2491673,2.491673,TRUE,17.0657579598394
"MLFH570120190523","FH",57,1,"20190523",2019,5,23,14,FALSE,FALSE,FALSE,NA,3,2,24624970,24.62497,TRUE,17.0657579598394
"MLFH570120190605","FH",57,1,"20190605",2019,6,5,14,FALSE,FALSE,FALSE,NA,3,2,17658707,17.658707,TRUE,17.0657579598394
"MLFH570120190807","FH",57,1,"20190807",2019,8,7,1,FALSE,FALSE,FALSE,NA,4,2,5505402,5.505402,TRUE,17.0657579598394
"MLFH570120190821","FH",57,1,"20190821",2019,8,21,5,FALSE,FALSE,FALSE,NA,4,2,8166914,8.166914,TRUE,17.0657579598394
"MLFH570120190905","FH",57,1,"20190905",2019,9,5,7,FALSE,FALSE,FALSE,NA,4,2,8868628,8.868628,TRUE,17.0657579598394
"MLFH570120190918","FH",57,1,"20190918",2019,9,18,9,FALSE,FALSE,FALSE,NA,4,2,9444294,9.444294,TRUE,17.0657579598394
