SITE PLOT DATE RECORD_ID DIAGONAL_PLANT_NUMBER OFF.DIAGONAL_PLANT_NUMBER TOTAL_PLANT_NUMBER..OPTIONAL. MEAN_FRUITS_PER_PLANT..OPTIONAL. SD_FRUITS_PER_PLANT..OPTIONAL. COMMENTS COMMENTS2 D
28 3 20190425 28-3-20190425 3 3 NA NA NA  NA 2019-04-25
28 4 20190425 28-4-20190425 1 1 NA NA NA  NA 2019-04-25
28 5 20190425 28-5-20190425 6 6 NA NA NA  NA 2019-04-25
28 6 20190425 28-6-20190425 2 4 NA NA NA  NA 2019-04-25
28 7 20190425 28-7-20190425 3 2 NA NA NA  NA 2019-04-25
28 8 20190425 28-8-20190425 7 2 NA NA NA  NA 2019-04-25
28 9 20190425 28-9-20190425 0 0 NA NA NA  NA 2019-04-25
28 10 20190502 28-10-20190502 0 3 NA NA NA  NA 2019-05-02
28 11 20190502 28-11-20190502 0 0 NA NA NA  NA 2019-05-02
28 12 20190502 28-12-20190502 6 5 NA NA NA  NA 2019-05-02
28 13 20190502 28-13-20190502 5 0 NA NA NA  NA 2019-05-02
28 14 20190502 28-14-20190502 3 6 NA NA NA  NA 2019-05-02
28 15 20190502 28-15-20190502 2 0 NA NA NA  NA 2019-05-02
28 16 20190502 28-16-20190502 2 1 NA NA NA  NA 2019-05-02
28 17 20190502 28-17-20190502 5 2 NA NA NA  NA 2019-05-02
28 18 20190502 28-18-20190502 0 4 NA NA NA  NA 2019-05-02
55 1 20190521 55-01-20190521 NA NA 3 NA NA  NA 2019-05-21
55 2 20190521 55-02-20190521 NA NA 20 NA NA  NA 2019-05-21
55 3 20190521 55-03-20190521 NA NA 7 NA NA  NA 2019-05-21
55 4 20190521 55-04-20190521 NA NA 4 NA NA  NA 2019-05-21
55 5 20190521 55-05-20190521 NA NA 33 NA NA  NA 2019-05-21
55 6 20190521 55-06-20190521 NA NA 25 NA NA  NA 2019-05-21
55 7 20190521 55-07-20190521 NA NA 0 NA NA  NA 2019-05-21
55 8 20190521 55-08-20190521 NA NA 14 NA NA  NA 2019-05-21
55 9 20190521 55-09-20190521 NA NA 0 NA NA  NA 2019-05-21
55 10 20190521 55-10-20190521 NA NA 1 NA NA  NA 2019-05-21
55 11 20190521 55-11-20190521 NA NA 0 NA NA  NA 2019-05-21
55 12 20190521 55-12-20190521 NA NA 12 NA NA  NA 2019-05-21
43 1 20190228 43-1-20190228 23 41 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 2 20190228 43-2-20190228 0 1 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 3 20190228 43-3-20190228 10 9 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 4 20190228 43-4-20190228 63 27 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 5 20190228 43-5-20190228 24 35 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 6 20190228 43-6-20190228 32 19 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 7 20190228 43-7-20190228 43 32 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 8 20190228 43-8-20190228 31 36 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 9 20190228 43-9-20190228 10 5 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
43 10 20190228 43-10-20190228 24 7 NA NA NA incresed seedling mortality observed probably due to heavy rainy season NA 2019-02-28
