ID,match_1001G_250K,final1001G_name,final1001G_CS,final1001G_country,final1001G_latitude,final1001G_longitude,dat250K_name,dat250K_CS,dat250K_country,dat250K_latitude,dat250K_longitude,RegMap_name,RegMap_CS,RegMap_country,RegMap_latitude,RegMap_longitude,old1001G_name,old1001G_CS,old1001G_country,old1001G_latitude,old1001G_longitude
8256,yes,Ba1-2,CS76676,SWE,56.4,12.9,Bå1-2, ,Sweden,56.4,12.9,Bå1-2, ,Sweden,56.4,12.9,Bå1-2,Bå1-2,SWE,56.4,12.9
8258,yes,Ba4-1,CS76677,SWE,56.4,12.9,Bå4-1, ,Sweden,56.4,12.9,Bå4-1, ,Sweden,56.4,12.9,Bå4-1,Bå4-1,SWE,56.4,12.9
8259,yes,Ba5-1,CS76678,SWE,56.4,12.9,Bå5-1, ,Sweden,56.4,12.9,Bå5-1, ,Sweden,56.4,12.9,Bå5-1,Bå5-1,SWE,56.4,12.9
8261,no,,,,,,Bg-2,CS22342,United States of America,47.6479,-122.305,Bg-2,CS22342,United States of America,47.6479,-122.305,Bg-2,Bg-2,USA,47.6479,-122.305
8265,no,,,,,,Blh-1,CS1031,Czech Republic,48,19,Blh-1,CS1031,Czech Republic,48,19,,,,,
8266,no,,,,,,Boo2-1, ,Sweden,55.86,13.51,Boo2-1, ,Sweden,55.86,13.51,Boo2-1,Boo2-1,SWE,55.86,13.51
8275,no,,,,,,Cen-0,CS1067,France,49,0.5,Cen-0,CS1067,France,49,0.5,Cen-0,Cen-0,FRA,49,0.5
8299,no,,,,,,Got-7,CS22608,Germany,51.5338,9.9355,Got-7,CS22608,Germany,51.5338,9.9355,Got-7,Got-7,GER,51.5338,9.9355
8304,no,,,,,,Hi-0,CS1227,Netherlands,52,5,Hi-0,CS1227,Netherlands,52,5,,,,,
8314,no,,,,,,Ka-0,CS1267,Austria,47,14,Ka-0,CS1267,Austria,47,14,,,,,
8323,no,,,,,,Lc-0,CS1307,United Kingdom,57,-4,Lc-0,CS1307,United Kingdom,57,-4,,,,,
8325,no,,,,,,Lip-0,CS1337,Poland,50,19.3,Lip-0,CS1337,Poland,50,19.3,Lip-0,Lip-0,POL,50,19.3
8353,no,,,,,,Pa-1,CS1439,Italy,38.07,13.22,Pa-1,CS1439,Italy,38.07,13.22,Pa-1,Pa-1,ITA,38.07,13.22
8370,no,,,,,,Rmx-A02,CS22568,United States of America,42.036,-86.511,Rmx-A02,CS22568,United States of America,42.036,-86.511,Rmx-A02,Rmx-A02,USA,42.036,-86.511
8378,no,,,,,,Sap-0,CS1507,Czech Republic,49.49,14.24,Sap-0,CS1507,Czech Republic,49.49,14.24,Sap-0,Sap-0,CZE,49.49,14.24
8395,no,,,,,,Tu-0,CS1567,Italy,45,7.5,Tu-0,CS1567,Italy,45,7.5,,,,,
8411,no,,,,,,Rd-0,CS1483,Germany,50.5,8.5,Rd-0,CS1483,Germany,50.5,8.5,,,,,
8412,no,,,,,,Sav-0,CS1515,Czech Republic,49.1833,15.8833,Sav-0,CS1515,Czech Republic,49.1833,15.8833,,,,,
8419,no,Wil-1,CS78855,LTU,54.6833,25.3167,,,,,,,,,,,Wil-1,Wil-1,LTU,54.6833,25.3167
8422,yes,Fja1-1,CS76859,SWE,56.06,14.29,Fjä1-1, ,Sweden,56.06,14.29,Fjä1-1, ,Sweden,56.06,14.29,Fjä1-1,Fjä1-1,SWE,56.06,14.29
8423,no,,,,,,Hov2-1, ,Sweden,56.1,13.74,Hov2-1, ,Sweden,56.1,13.74,Hov2-1,Hov2-1,SWE,56.1,13.74
8428,no,,,,,,Uod-2, ,Austria,48.3,14.45,Uod-2, ,Austria,48.3,14.45,Uod-2,Uod-2,AUT,48.3,14.45
8430,no,,,,,,Lisse,CS6033,Netherlands,52.25,4.5667,Lisse,CS6033,Netherlands,52.25,4.5667,Lisse,Lisse,NED,52.25,4.5667
8464,no,LP3413.31,CS79030,USA,41.6862,-86.8513,,,,,,,,,,,,,,,
8483,no,LP3413.53,CS79031,USA,41.6862,-86.8513,,,,,,,,,,,,,,,
8534,no,,,,,,328ME007, ,United States of America,42.093,-86.359,328ME007, ,United States of America,42.093,-86.359,,,,,
8557,no,,,,,,328ME032, ,United States of America,42.093,-86.359,328ME032, ,United States of America,42.093,-86.359,,,,,
8608,no,,,,,,11ME1.23, ,United States of America,42.093,-86.359,11ME1.23, ,United States of America,42.093,-86.359,,,,,
8610,no,,,,,,11ME1.32, ,United States of America,42.093,-86.359,11ME1.32, ,United States of America,42.093,-86.359,,,,,
8612,no,,,,,,11ME1.34, ,United States of America,42.093,-86.359,11ME1.34, ,United States of America,42.093,-86.359,,,,,
8616,no,,,,,,11ME1.41, ,United States of America,42.093,-86.359,11ME1.41, ,United States of America,42.093,-86.359,,,,,
8617,no,,,,,,11ME1.42, ,United States of America,42.093,-86.359,11ME1.42, ,United States of America,42.093,-86.359,,,,,
8619,no,,,,,,11ME1.44, ,United States of America,42.093,-86.359,11ME1.44, ,United States of America,42.093,-86.359,,,,,
8629,no,,,,,,11ME2.10, ,United States of America,42.093,-86.359,11ME2.10, ,United States of America,42.093,-86.359,,,,,
8631,no,,,,,,11ME2.12, ,United States of America,42.093,-86.359,11ME2.12, ,United States of America,42.093,-86.359,,,,,
8640,no,,,,,,11ME2.5, ,United States of America,42.093,-86.359,11ME2.5, ,United States of America,42.093,-86.359,,,,,
8673,no,,,,,,328PNA032, ,United States of America,42.0945,-86.3253,328PNA032, ,United States of America,42.0945,-86.3253,,,,,
8687,no,,,,,,328PNA047, ,United States of America,42.0945,-86.3253,328PNA047, ,United States of America,42.0945,-86.3253,,,,,
8690,no,,,,,,328PNA051, ,United States of America,42.0945,-86.3253,328PNA051, ,United States of America,42.0945,-86.3253,,,,,
8692,no,,,,,,328PNA054, ,United States of America,42.0945,-86.3253,328PNA054, ,United States of America,42.0945,-86.3253,,,,,
8695,no,,,,,,328PNA057, ,United States of America,42.0945,-86.3253,328PNA057, ,United States of America,42.0945,-86.3253,,,,,
8699,no,328PNA062,CS79032,USA,42.0945,-86.3253,,,,,,,,,,,,,,,
8701,no,,,,,,328PNA064, ,United States of America,42.0945,-86.3253,328PNA064, ,United States of America,42.0945,-86.3253,,,,,
8719,no,,,,,,1130PNA1.10, ,United States of America,42.0945,-86.3253,1130PNA1.10, ,United States of America,42.0945,-86.3253,,,,,
8723,no,11PNA1.14,CS79033,USA,42.0945,-86.3253,,,,,,,,,,,,,,,
8724,no,,,,,,11PNA1.15, ,United States of America,42.0945,-86.3253,11PNA1.15, ,United States of America,42.0945,-86.3253,,,,,
8725,no,,,,,,11PNA1.4, ,United States of America,42.0945,-86.3253,11PNA1.4, ,United States of America,42.0945,-86.3253,,,,,
8727,no,,,,,,11PNA1.6, ,United States of America,42.0945,-86.3253,11PNA1.6, ,United States of America,42.0945,-86.3253,,,,,
8730,no,,,,,,11PNA1.9, ,United States of America,42.0945,-86.3253,11PNA1.9, ,United States of America,42.0945,-86.3253,,,,,
8759,no,,,,,,11PNA3.18, ,United States of America,42.0945,-86.3253,11PNA3.18, ,United States of America,42.0945,-86.3253,,,,,
8760,no,,,,,,11PNA3.19, ,United States of America,42.0945,-86.3253,11PNA3.19, ,United States of America,42.0945,-86.3253,,,,,
8768,no,,,,,,11PNA3.63, ,United States of America,42.0945,-86.3253,11PNA3.63, ,United States of America,42.0945,-86.3253,,,,,
8770,no,,,,,,11PNA3.65, ,United States of America,42.0945,-86.3253,11PNA3.65, ,United States of America,42.0945,-86.3253,,,,,
8774,no,,,,,,11PNA3.71, ,United States of America,42.0945,-86.3253,11PNA3.71, ,United States of America,42.0945,-86.3253,,,,,
8777,no,,,,,,11PNA3.75, ,United States of America,42.0945,-86.3253,11PNA3.75, ,United States of America,42.0945,-86.3253,,,,,
8787,no,,,,,,11PNA3.86, ,United States of America,42.0945,-86.3253,11PNA3.86, ,United States of America,42.0945,-86.3253,,,,,
8791,no,,,,,,11PNA3.90, ,United States of America,42.0945,-86.3253,11PNA3.90, ,United States of America,42.0945,-86.3253,,,,,
8796,no,,,,,,11PNA4.101, ,United States of America,42.0945,-86.3253,11PNA4.101, ,United States of America,42.0945,-86.3253,,,,,
8805,no,,,,,,11PNA4.110, ,United States of America,42.0945,-86.3253,11PNA4.110, ,United States of America,42.0945,-86.3253,,,,,
8811,no,,,,,,11PNA4.116, ,United States of America,42.0945,-86.3253,11PNA4.116, ,United States of America,42.0945,-86.3253,,,,,
8824,no,,,,,,11PNA4.129, ,United States of America,42.0945,-86.3253,11PNA4.129, ,United States of America,42.0945,-86.3253,,,,,
8954,no,,,,,,RMX413.1, ,United States of America,42.036,-86.511,RMX413.1, ,United States of America,42.036,-86.511,,,,,
8957,no,,,,,,RMX413.12, ,United States of America,42.036,-86.511,RMX413.12, ,United States of America,42.036,-86.511,,,,,
8961,no,,,,,,RMX413.16, ,United States of America,42.036,-86.511,RMX413.16, ,United States of America,42.036,-86.511,,,,,
8962,no,,,,,,RMX413.17, ,United States of America,42.036,-86.511,RMX413.17, ,United States of America,42.036,-86.511,,,,,
8965,no,,,,,,RMX413.2, ,United States of America,42.036,-86.511,RMX413.2, ,United States of America,42.036,-86.511,,,,,
8966,no,,,,,,RMX413.20, ,United States of America,42.036,-86.511,RMX413.20, ,United States of America,42.036,-86.511,,,,,
8967,no,,,,,,RMX413.21, ,United States of America,42.036,-86.511,RMX413.21, ,United States of America,42.036,-86.511,,,,,
8969,no,,,,,,RMX413.24, ,United States of America,42.036,-86.511,RMX413.24, ,United States of America,42.036,-86.511,,,,,
8970,no,,,,,,RMX413.25, ,United States of America,42.036,-86.511,RMX413.25, ,United States of America,42.036,-86.511,,,,,
8973,no,,,,,,RMX413.29, ,United States of America,42.036,-86.511,RMX413.29, ,United States of America,42.036,-86.511,,,,,
8975,no,,,,,,RMX413.30, ,United States of America,42.036,-86.511,RMX413.30, ,United States of America,42.036,-86.511,,,,,
8976,no,,,,,,RMX413.31, ,United States of America,42.036,-86.511,RMX413.31, ,United States of America,42.036,-86.511,,,,,
8977,no,,,,,,RMX413.32, ,United States of America,42.036,-86.511,RMX413.32, ,United States of America,42.036,-86.511,,,,,
8985,no,,,,,,RMX413.4, ,United States of America,42.036,-86.511,RMX413.4, ,United States of America,42.036,-86.511,,,,,
8992,no,,,,,,RMX413.48, ,United States of America,42.036,-86.511,RMX413.48, ,United States of America,42.036,-86.511,,,,,
8996,no,,,,,,RMX413.51, ,United States of America,42.036,-86.511,RMX413.51, ,United States of America,42.036,-86.511,,,,,
9001,no,,,,,,RMX413.57, ,United States of America,42.036,-86.511,RMX413.57, ,United States of America,42.036,-86.511,,,,,
9004,no,,,,,,RMX413.6, ,United States of America,42.036,-86.511,RMX413.6, ,United States of America,42.036,-86.511,,,,,
9006,no,,,,,,RMX413.62, ,United States of America,42.036,-86.511,RMX413.62, ,United States of America,42.036,-86.511,,,,,
9007,no,,,,,,RMX413.63, ,United States of America,42.036,-86.511,RMX413.63, ,United States of America,42.036,-86.511,,,,,
9008,no,,,,,,RMX413.66, ,United States of America,42.036,-86.511,RMX413.66, ,United States of America,42.036,-86.511,,,,,
9011,no,,,,,,RMX413.69, ,United States of America,42.036,-86.511,RMX413.69, ,United States of America,42.036,-86.511,,,,,
9012,no,,,,,,RMX413.7, ,United States of America,42.036,-86.511,RMX413.7, ,United States of America,42.036,-86.511,,,,,
9027,no,RMX413.85,CS79034,USA,42.036,-86.511,,,,,,,,,,,,,,,
9041,no,,,,,,RMXF413.10, ,United States of America,42.039,-86.5154,RMXF413.10, ,United States of America,42.039,-86.5154,,,,,
9045,no,,,,,,RMXF413.15, ,United States of America,42.039,-86.5154,RMXF413.15, ,United States of America,42.039,-86.5154,RMXF413.15,RMXF413.15,USA,42.039,-86.5154
9053,no,,,,,,RMXF413.6, ,United States of America,42.039,-86.5154,RMXF413.6, ,United States of America,42.039,-86.5154,,,,,
9057,yes,Vinslov,CS78847,SWE,56.1,13.9167,Vinslöv, ,Sweden,56.1,13.9167,Vinslöv, ,Sweden,56.1,13.9167,Vinslöv,Vinslöv,SWE,56.1,13.9167
9058,yes,Vastervik,CS78834,SWE,57.75,16.6333,Västervik, ,Sweden,57.75,16.6333,Västervik, ,Sweden,57.75,16.6333,Västervik,Västervik,SWE,57.75,16.6333
9067,no,Xan-3,CS78860,AZE,38.6536,48.7992,,,,,,,,,,,Xan-3,Xan-3,AZE,38.6536,48.7992
9069,no,Xan-5,CS78861,AZE,38.6536,48.7992,,,,,,,,,,,Xan-5,Xan-5,AZE,38.6536,48.7992
9070,no,Xan-6,CS78862,AZE,38.6536,48.7992,,,,,,,,,,,Xan-6,Xan-6,AZE,38.6536,48.7992
9075,no,Lerik1-4,CS77023,AZE,38.7406,48.6131,,,,,,,,,,,Lerik1-4,Lerik1-4,AZE,38.7406,48.6131
9077,no,,,,,,CS75418,CS22715,Azerbaijan,38.7406,48.6131,CS75418,CS22715,Azerbaijan,38.7406,48.6131,,,,,
9078,no,Lerik1-7,CS77024,AZE,38.7406,48.6131,,,,,,,,,,,Lerik1-7,Lerik1-7,AZE,38.7406,48.6131
9079,no,Lerik2-1,CS77025,AZE,38.7833,48.5517,,,,,,,,,,,Lerik2-1,Lerik2-1,AZE,38.7833,48.5517
9081,no,Lerik2-3,CS77026,AZE,38.7833,48.5517,,,,,,,,,,,Lerik2-3,Lerik2-3,AZE,38.7833,48.5517
9084,no,Lerik2-6,CS77028,AZE,38.7833,48.5517,,,,,,,,,,,Lerik2-6,Lerik2-6,AZE,38.7833,48.5517
9085,no,Lerik2-7,CS77029,AZE,38.7833,48.5517,,,,,,,,,,,Lerik2-7,Lerik2-7,AZE,38.7833,48.5517
9089,no,Nar-3,CS77119,AZE,38.9522,48.925,,,,,,,,,,,Nar-3,Nar-3,AZE,38.9522,48.925
9091,no,Nar-5,CS77121,AZE,38.9522,48.925,,,,,,,,,,,Nar-5,Nar-5,AZE,38.9522,48.925
9095,no,Istisu-5,CS76950,AZE,38.9786,48.5594,,,,,,,,,,,Istisu-5,Istisu-5,AZE,38.9786,48.5594
9099,no,Istisu-9,CS76953,AZE,38.9786,48.5594,,,,,,,,,,,Istisu-9,Istisu-9,AZE,38.9786,48.5594
9100,no,Lag1-2,CS76998,GEO,41.8296,46.2831,,,,,,,,,,,Lag1-2,Lag1-2,GEO,41.8296,46.2831
9102,no,Lag1-4,CS76999,GEO,41.8296,46.2831,,,,,,,,,,,Lag1-4,Lag1-4,GEO,41.8296,46.2831
9103,no,Lag1-5,CS77000,GEO,41.8296,46.2831,,,,,,,,,,,Lag1-5,Lag1-5,GEO,41.8296,46.2831
9104,yes,Lag1-6,CS77001,GEO,41.8296,46.2831,CS75445,CS22742,Georgia,41.8296,46.2831,CS75445,CS22742,Georgia,41.8296,46.2831,Lag1-6,Lag1-6,GEO,41.8296,46.2831
9105,no,Lag1-7,CS77002,GEO,41.8296,46.2831,,,,,,,,,,,Lag1-7,Lag1-7,GEO,41.8296,46.2831
9106,no,Lag1-8,CS77003,GEO,41.8296,46.2831,,,,,,,,,,,Lag1-8,Lag1-8,GEO,41.8296,46.2831
9111,no,Lag2-4,CS77005,GEO,41.8296,46.2831,,,,,,,,,,,Lag2-4,Lag2-4,GEO,41.8296,46.2831
9113,no,Lag2-6,CS77006,GEO,41.8296,46.2831,,,,,,,,,,,Lag2-6,Lag2-6,GEO,41.8296,46.2831
9114,no,Lag2-7,CS77007,GEO,41.8296,46.2831,,,,,,,,,,,Lag2-7,Lag2-7,GEO,41.8296,46.2831
9115,no,Lag2-10,CS77004,GEO,41.8296,46.2831,,,,,,,,,,,Lag2-10,Lag2-10,GEO,41.8296,46.2831
9121,no,Bak-5,CS76685,GEO,41.7942,43.4767,,,,,,,,,,,Bak-5,Bak-5,GEO,41.7942,43.4767
9125,no,Geg-14,CS76876,ARM,40.1408,44.8203,,,,,,,,,,,Geg-14,Geg-14,ARM,40.1408,44.8203
9128,no,Yeg-2,CS78864,ARM,39.8692,45.3622,,,,,,,,,,,Yeg-2,Yeg-2,ARM,39.8692,45.3622
9130,no,Yeg-4,CS78865,ARM,39.8692,45.3622,,,,,,,,,,,Yeg-4,Yeg-4,ARM,39.8692,45.3622
9131,no,Yeg-5,CS78866,ARM,39.8692,45.3622,,,,,,,,,,,Yeg-5,Yeg-5,ARM,39.8692,45.3622
9133,no,Yeg-7,CS78867,ARM,39.8692,45.3622,,,,,,,,,,,Yeg-7,Yeg-7,ARM,39.8692,45.3622
9134,no,Yeg-8,CS78868,ARM,39.8692,45.3622,,,,,,,,,,,Yeg-8,Yeg-8,ARM,39.8692,45.3622
9137,no,,,,,,CS75478,CS22775,Spain,42.7489,-3.0497,CS75478,CS22775,Spain,42.7489,-3.0497,,,,,
9143,no,,,,,,CS75484,CS22781,Spain,39.3092,-3.4242,CS75484,CS22781,Spain,39.3092,-3.4242,,,,,
9151,no,,,,,,CS75492,CS22789,Spain,38.8158,-4.125,CS75492,CS22789,Spain,38.8158,-4.125,,,,,
9152,no,,,,,,CS75493,CS22790,Spain,38.8158,-4.125,CS75493,CS22790,Spain,38.8158,-4.125,,,,,
9153,no,,,,,,CS75494,CS22791,Spain,40.3939,-4.3919,CS75494,CS22791,Spain,40.3939,-4.3919,,,,,
9165,no,,,,,,CS75506,CS22803,Ukraine,50.4625,30.5411,CS75506,CS22803,Ukraine,50.4625,30.5411,,,,,
9179,no,,,,,,CS75520,CS22817,Ukraine,44.5656,34.3217,CS75520,CS22817,Ukraine,44.5656,34.3217,,,,,
9201,no,,,,,,CS75542,CS28861,Spain,41.2417,-3.3828,CS75542,CS28861,Spain,41.2417,-3.3828,,,,,
9298,no,Edi-1,CS76832,UK,55.9681,-3.21833,,,,,,,,,,,Edinburgh-1,Edinburgh-1,UK,55.9681,-3.21833
9302,no,,,,,,CS75643,CS28962,United Kingdom,55.9681,-3.21833,CS75643,CS28962,United Kingdom,55.9681,-3.21833,,,,,
9305,no,,,,,,CS75646,CS28965,United Kingdom,55.9681,-3.21833,CS75646,CS28965,United Kingdom,55.9681,-3.21833,,,,,
9308,no,,,,,,CS75649,CS28968,United Kingdom,57.9,-5.1525,CS75649,CS28968,United Kingdom,57.9,-5.1525,,,,,
9309,no,,,,,,CS75650,CS28969,United Kingdom,57.9,-5.1525,CS75650,CS28969,United Kingdom,57.9,-5.1525,,,,,
9312,no,Ullapool-8,CS78821,UK,57.9,-5.1525,,,,,,,,,,,Ullapool-8,Ullapool-8,UK,57.9,-5.1525
9314,no,Gol-2,CS76883,UK,57.9672,-3.96722,,,,,,,,,,,Gol-2,Gol-2,UK,57.9672,-3.96722
9321,yes,Adal 1,CS76643,SWE,62.8622,18.336,Ådal 1, ,Sweden,62.8622,18.336,Ådal 1, ,Sweden,62.8622,18.336,Ådal 1,Ådal 1,SWE,62.8622,18.336
9323,yes,Adal 3,CS76644,SWE,62.8622,18.336,Ådal 3, ,Sweden,62.8622,18.336,Ådal 3, ,Sweden,62.8622,18.336,Ådal 3,Ådal 3,SWE,62.8622,18.336
9336,yes,Bon 1,CS76715,SWE,62.8794,18.4473,Bön 1, ,Sweden,62.8794,18.4473,Bön 1, ,Sweden,62.8794,18.4473,Bön 1,Bön 1,SWE,62.8794,18.4473
9339,yes,Bot 1,CS76720,SWE,57.7133,15.0689,Böt 1, ,Sweden,57.7133,15.0689,Böt 1, ,Sweden,57.7133,15.0689,Böt 1,Böt 1,SWE,57.7133,15.0689
9342,no,,,,,,Böt 4, ,Sweden,57.7133,15.0689,Böt 4, ,Sweden,57.7133,15.0689,,,,,
9343,yes,Dju-1,CS78896,SWE,57.3089,18.1512,Dja 1, ,Sweden,57.3089,18.1512,Dja 1, ,Sweden,57.3089,18.1512,Dja 1,Dja 1,SWE,57.3089,18.1512
9344,no,,,,,,Dja 2, ,Sweden,57.3089,18.1512,Dja 2, ,Sweden,57.3089,18.1512,,,,,
9349,no,,,,,,Djk 3, ,Sweden,58.2896,15.1265,Djk 3, ,Sweden,58.2896,15.1265,,,,,
9351,no,,,,,,Död 1, ,Sweden,57.2608,16.3675,Död 1, ,Sweden,57.2608,16.3675,,,,,
9352,yes,Dod 2,CS76797,SWE,57.2608,16.3675,Död 2, ,Sweden,57.2608,16.3675,Död 2, ,Sweden,57.2608,16.3675,Död 2,Död 2,SWE,57.2608,16.3675
9353,yes,Dod 3,CS76798,SWE,57.2608,16.3675,Död 3, ,Sweden,57.2608,16.3675,Död 3, ,Sweden,57.2608,16.3675,Död 3,Död 3,SWE,57.2608,16.3675
9354,no,,,,,,Eden 15, ,Sweden,62.8762,18.1746,Eden 15, ,Sweden,62.8762,18.1746,,,,,
9355,no,,,,,,Eden 16, ,Sweden,62.8762,18.1746,Eden 16, ,Sweden,62.8762,18.1746,,,,,
9356,no,,,,,,Eden 17, ,Sweden,62.8762,18.1746,Eden 17, ,Sweden,62.8762,18.1746,Eden 17,Eden 17,SWE,62.8762,18.1746
9367,no,,,,,,EkN 3, ,Sweden,57.6787,14.9981,EkN 3, ,Sweden,57.6787,14.9981,,,,,
9370,no,EkS 3,CS79035,SWE,57.6781,14.9986,,,,,,,,,,,EkS 3,EkS 3,SWE,57.6781,14.9986
9371,yes,FaL 1,CS76852,SWE,63.016,18.3175,FäL 1, ,Sweden,63.016266,18.317711,FäL 1, ,Sweden,63.016266,18.317711,FäL 1,FäL 1,SWE,63.016,18.3175
9378,no,,,,,,FäU 4, ,Sweden,63.0165,18.3174,FäU 4, ,Sweden,63.0165,18.3174,,,,,
9384,no,,,,,,Frö 1, ,Sweden,57.4104,15.5743,Frö 1, ,Sweden,57.4104,15.5743,,,,,
9385,no,,,,,,Frö 3, ,Sweden,57.4104,15.5743,Frö 3, ,Sweden,57.4104,15.5743,,,,,
9386,yes,Gron 12,CS76891,SWE,62.806,18.1896,Grön 12, ,Sweden,62.806,18.1896,Grön 12, ,Sweden,62.806,18.1896,Grön 12,Grön 12,SWE,62.806,18.1896
9388,yes,Gron 14,CS76892,SWE,62.806,18.1896,Grön 14, ,Sweden,62.806,18.1896,Grön 14, ,Sweden,62.806,18.1896,Grön 14,Grön 14,SWE,62.806,18.1896
9390,yes,Hadd-1,CS78659,SWE,57.3263,15.8979,Had 1, ,Sweden,57.3263,15.8979,Had 1, ,Sweden,57.3263,15.8979,Had-1,Had-1,SWE,57.3263,15.8979
9391,yes,Hadd-2,CS76905,SWE,57.3263,15.8979,Had 2, ,Sweden,57.3263,15.8979,Had 2, ,Sweden,57.3263,15.8979,Had-2,Had-2,SWE,57.3263,15.8979
9392,yes,Hadd-3,CS76906,SWE,57.3263,15.8979,Had 3, ,Sweden,57.3263,15.8979,Had 3, ,Sweden,57.3263,15.8979,Had-3,Had-3,SWE,57.3263,15.8979
9394,no,Hag-2,CS76907,SWE,56.5804,16.4063,,,,,,,,,,,Hag-2,Hag-2,SWE,56.5804,16.4063
9395,no,Hal-1,CS76908,SWE,57.5089,15.0105,,,,,,,,,,,Hal-1,Hal-1,SWE,57.5089,15.0105
9399,yes,Hamm-1,CS76910,SWE,55.4234,13.9905,Ham 1, ,Sweden,55.42339,13.99049,Ham 1, ,Sweden,55.42339,13.99049,Ham-1,Ham-1,SWE,55.4234,13.9905
9402,yes,Hel-3,CS76918,SWE,57.8765,14.8549,Hel 3, ,Sweden,57.8765,14.8549,Hel 3, ,Sweden,57.8765,14.8549,Hel-3,Hel-3,SWE,57.8765,14.8549
9404,yes,HolA-1 1,CS76926,SWE,55.7491,13.399,HolA1 1, ,Sweden,55.7491,13.399,HolA1 1, ,Sweden,55.7491,13.399,HolA-1 1,HolA-1 1,SWE,55.7491,13.399
9405,yes,HolA-1 2,CS76927,SWE,55.7491,13.399,HolA1 2, ,Sweden,55.7491,13.399,HolA1 2, ,Sweden,55.7491,13.399,HolA-1 2,HolA-1 2,SWE,55.7491,13.399
9407,yes,HolA-2 2,CS76928,SWE,55.7491,13.399,HolA2 2, ,Sweden,55.7491,13.399,HolA2 2, ,Sweden,55.7491,13.399,HolA-2 2,HolA-2 2,SWE,55.7491,13.399
9410,no,,,,,,Kor 1, ,Sweden,57.2746,16.1494,Kor 1, ,Sweden,57.2746,16.1494,,,,,
9411,no,,,,,,Kor 2, ,Sweden,57.2746,16.1494,Kor 2, ,Sweden,57.2746,16.1494,,,,,
9416,yes,Kru-3,CS76986,SWE,57.7215,18.3837,Kru 3, ,Sweden,57.7215,18.3837,Kru 3, ,Sweden,57.7215,18.3837,Kru-3,Kru-3,SWE,57.7215,18.3837
9418,no,,,,,,Kva 2, ,Sweden,57.2164,18.154,Kva 2, ,Sweden,57.2164,18.154,Kva 2,Kva 2,SWE,57.2164,18.154
9419,no,,,,,,Lag 1, ,Sweden,58.1834,15.0062,Lag 1, ,Sweden,58.1834,15.0062,,,,,
9427,yes,Nas 2,CS77122,SWE,62.8815,18.4055,Näs 2, ,Sweden,62.8815,18.4055,Näs 2, ,Sweden,62.8815,18.4055,Näs 2,Näs 2,SWE,62.8815,18.4055
9434,no,,,,,,Öde 2, ,Sweden,62.8959,18.3659,Öde 2, ,Sweden,62.8959,18.3659,Öde 2,Öde 2,SWE,62.8959,18.3659
9436,yes,Puk-1,CS77194,SWE,56.1633,14.6806,Puk 1, ,Sweden,56.1633,14.6806,Puk 1, ,Sweden,56.1633,14.6806,Puk-1,Puk-1,SWE,56.1633,14.6806
9437,yes,Puk-2,CS77195,SWE,56.1633,14.6806,Puk 2, ,Sweden,56.1633,14.6806,Puk 2, ,Sweden,56.1633,14.6806,Puk-2,Puk-2,SWE,56.1633,14.6806
9442,yes,Sim-1,CS77250,SWE,55.5678,14.3398,Sim 1, ,Sweden,55.5678,14.3398,Sim 1, ,Sweden,55.5678,14.3398,Sim-1,Sim-1,SWE,55.5678,14.3398
9443,no,,,,,,Sim 2, ,Sweden,55.5678,14.3398,Sim 2, ,Sweden,55.5678,14.3398,,,,,
9446,no,,,,,,Sim 5, ,Sweden,55.5678,14.3398,Sim 5, ,Sweden,55.5678,14.3398,,,,,
9453,yes,Stenk-2,CS77274,SWE,57.8009,18.5162,Ste 2, ,Sweden,57.8009,18.5162,Ste 2, ,Sweden,57.8009,18.5162,Ste 2,Ste 2,SWE,57.8009,18.5162
9454,yes,Stenk-3,CS77275,SWE,57.8009,18.5162,Ste 3, ,Sweden,57.8009,18.5162,Ste 3, ,Sweden,57.8009,18.5162,Ste 3,Ste 3,SWE,57.8009,18.5162
9455,yes,Stenk-4,CS77276,SWE,57.8009,18.5162,Ste 4, ,Sweden,57.8009,18.5162,Ste 4, ,Sweden,57.8009,18.5162,Ste 4,Ste 4,SWE,57.8009,18.5162
9469,no,,,,,,Tur 3, ,Sweden,57.6511,14.8043,Tur 3, ,Sweden,57.6511,14.8043,,,,,
9470,yes,Tur-4,CS77399,SWE,57.6511,14.8043,Tur 4, ,Sweden,57.6511,14.8043,Tur 4, ,Sweden,57.6511,14.8043,Tur-4,Tur-4,SWE,57.6511,14.8043
9471,yes,Ull-A-1,CS78820,SWE,56.0648,13.9707,UllA 1, ,Sweden,56.0648,13.9707,UllA 1, ,Sweden,56.0648,13.9707,Ull-A-1,Ull-A-1,SWE,56.0648,13.9707
9472,no,,,,,,UllA 2, ,Sweden,56.0648,13.9707,UllA 2, ,Sweden,56.0648,13.9707,,,,,
9476,yes,VarA 1,CS78832,SWE,55.5796,14.3336,VårA 1, ,Sweden,55.5796,14.3336,VårA 1, ,Sweden,55.5796,14.3336,VårA 1,VårA 1,SWE,55.5796,14.3336
9481,yes,Yst-1,CS78869,SWE,55.4242,13.8484,Yst 1, ,Sweden,55.42422,13.84837,Yst 1, ,Sweden,55.42422,13.84837,Yst-1,Yst-1,SWE,55.4242,13.8484
9482,no,,,,,,Yst 2, ,Sweden,55.42422,13.84837,Yst 2, ,Sweden,55.42422,13.84837,,,,,
