CODES,SITE,PLOT,DATE,SAMPLE_ID,NUMBER_FLOWERS_COLLECTED,TO_SKIP,REPLICATES
FH,23,12,20180609,FH-23-12-20180609,100,,
FH,24,6,20190705,FH-24-06-20190705,1,True,
FH,25,11,20180418,FH-25-11-20180418,11,,
FH,25,11,20180502,FH-25-11-20180502,10,,
FH,25,11,20180527,FH-25-11-20180527,58,,
FH,25,12,20180418,FH-25-12-20180418,31,,
FH,25,12,20180502,FH-25-12-20180502,10,,
FH,25,12,20180527,FH-25-12-20180527,100,,
FH,25,11,20190403,FH-25-11-20190403,13,,
FH,25,11,20190421,FH-25-11-20190421,13,,
FH,25,11,20190508,FH-25-11-20190508,6,,
FH,25,11,20190523,FH-25-11-20190523,5,,
FH,25,12,20190403,FH-25-12-20190403,6,,
FH,25,12,20190421,FH-25-12-20190421,7,,
FH,25,12,20190508,FH-25-12-20190508,6,,
FH,25,12,20190523,FH-25-12-20190523,4,,
FH,25,12,20190926,FH-25-12-20190926,5,,
FH,26,11,20180304,FH-26-11-20180304,19,,
FH,26,12,20180304,FH-26-12-20180304,5,,
FH,27,4,20190427,FH-27-04-20190427,4,,
FH,27,9,20190427,FH-27-09-20190427,2,,
FH,28,11,20180309,FH-28-11-20180309,69,,
FH,28,11,20180325,FH-28-11-20180325,101,,
FH,28,11,20180408,FH-28-11-20180408,56,,
FH,28,11,20180422,FH-28-11-20180422,25,,
FH,28,12,20180309,FH-28-12-20180309,167,,
FH,28,12,20180325,FH-28-12-20180325,101,,
FH,28,12,20180408,FH-28-12-20180408,102,,
FH,28,12,20180422,FH-28-12-20180422,22,,
FH,28,11,20190322,FH-28-11-20190322,2,,
FH,28,11,20190407,FH-28-11-20190407,2,,
FH,28,12,20190308,FH-28-12-20190308,3,,
FH,28,12,20190322,FH-28-12-20190322,23,,
FH,28,12,20190407,FH-28-12-20190407,15,,
FH,32,11,20180131,FH-32-11-20180131,3,,
FH,32,11,20180219,FH-32-11-20180219,38,,
FH,32,11,20180309,FH-32-11-20180309,56,,
FH,32,12,20180131,FH-32-12-20180131,4,,
FH,32,12,20180219,FH-32-12-20180219,28,,
FH,32,12,20180309,FH-32-12-20180309,48,,
FH,37,11,20180529,FH-37-11-20180529,17,,
FH,37,11,20180706,FH-37-11-20180706,9,,
FH,37,12,20180529,FH-37-12-20180529,12,,
FH,37,12,20180706,FH-37-12-20180706,5,,
FH,42,11,20180419,FH-42-11-20180419,15,,
FH,42,11,20180506,FH-42-11-20180506,8,,
FH,42,12,20180419,FH-42-12-20180419,3,,
FH,42,12,20180506,FH-42-12-20180506,9,,
FH,42,11,20190525,FH-42-11-20190525,2,,
FH,43,11,20180206,FH-43-11-20180206,14,,
FH,43,11,20180221,FH-43-11-20180221,31,,
FH,43,11,20180314,FH-43-11-20180314,25,,
FH,43,11,20180328,FH-43-11-20180328,21,,
FH,43,12,20180206,FH-43-12-20180206,13,,
FH,43,12,20180221,FH-43-12-20180221,23,,
FH,43,12,20180314,FH-43-12-20180314,23,,
FH,43,12,20180328,FH-43-12-20180328,22,,
FH,45,11,20180327,FH-45-11-20180327,7,,
FH,45,11,20180411,FH-45-11-20180411,150,,
FH,45,11,20180425,FH-45-11-20180425,11,,
FH,45,12,20180411,FH-45-12-20180411,128,,
FH,45,12,20180425,FH-45-12-20180425,12,,
FH,45,12,20190215,FH-45-12-20190215,10,,
FH,45,12,20190304,FH-45-12-20190304,23,,
FH,46,11,20180404,FH-46-11-20180404,88,,
FH,46,11,20180418,FH-46-11-20180418,100,,
FH,46,11,20180502,FH-46-11-20180502,103,,
FH,46,11,20180516,FH-46-11-20180516,23,,
FH,46,12,20180404,FH-46-12-20180404,52,,
FH,46,12,20180418,FH-46-12-20180418,100,,
FH,46,12,20180502,FH-46-12-20180502,67,,
FH,46,12,20180516,FH-46-12-20180516,20,,
FH,46,11,20190410,FH-46-11-20190410,100,,
FH,46,11,20190424,FH-46-11-20190424,13,,
FH,46,11,20190508,FH-46-11-20190508,12,,
FH,46,11,20190522,FH-46-11-20190522,5,,
FH,46,12,20190410,FH-46-12-20190410,100,,
FH,46,12,20190424,FH-46-12-20190424,7,,
FH,46,12,20190508,FH-46-12-20190508,5,,
FH,46,12,20190522,FH-46-12-20190522,5,,
FH,49,11,20180409,FH-49-11-20180409,112,,
FH,49,12,20180409,FH-49-12-20180409,104,,
FH,49,12,20180423,FH-49-12-20180423,11,,
FH,49,12,20180507,FH-49-12-20180507,3,,
FH,49,11,20190405,FH-49-11-20190405,3,,
FH,49,11,20190417,FH-49-11-20190417,8,,
FH,49,11,20190507,FH-49-11-20190507,2,,
FH,49,11,20190521,FH-49-11-20190521,4,,
FH,49,12,20190405,FH-49-12-20190405,11,,
FH,49,12,20190417,FH-49-12-20190417,23,,
FH,49,12,20190507,FH-49-12-20190507,1,,
FH,49,12,20190521,FH-49-12-20190521,5,,
FH,52,1,20190322,FH-52-01-20190322,5,,
FH,52,1,20190402,FH-52-01-20190402,1,,
FH,52,1,20190417,FH-52-01-20190417,5,,
FH,52,1,20190426,FH-52-01-20190426,8,,
FH,52,5,20190322,FH-52-05-20190322,2,,
FH,52,5,20190402,FH-52-05-20190402,3,,
FH,52,5,20190417,FH-52-05-20190417,5,,
FH,52,5,20190426,FH-52-05-20190426,3,,
FH,53,12,20180504,FH-53-12-20180504,1,,
FH,53,10,20190405,FH-53-10-20190405,2,,
FH,53,10,20190417,FH-53-10-20190417,6,,
FH,53,10,20190426,FH-53-10-20190426,5,,
FH,53,12,20190417,FH-53-12-20190417,2,,
FH,53,12,20190426,FH-53-12-20190426,13,,
FH,54,11,20180115,FH-54-11-20180115,11,,
FH,54,11,20180314,FH-54-11-20180314,70,,
FH,54,11,20180328,FH-54-11-20180328,100,,
FH,54,11,20180412,FH-54-11-20180412,100,,
FH,54,11,20180427,FH-54-11-20180427,27,,
FH,54,12,20180115,FH-54-12-20180115,10,,
FH,54,12,20180314,FH-54-12-20180314,70,,
FH,54,12,20180328,FH-54-12-20180328,90,,
FH,54,12,20180412,FH-54-12-20180412,100,,
FH,54,12,20180427,FH-54-12-20180427,39,,
FH,55,11,20180412,FH-55-11-20180412,3,,
FH,55,12,20180222,FH-55-12-20180222,1,,
FH,55,12,20180312,FH-55-12-20180312,2,,
FH,55,12,20180326,FH-55-12-20180326,3,,
FH,55,12,20180412,FH-55-12-20180412,37,,
FH,55,12,20190421,FH-55-12-20190421,2,,
FH,55,12,20190506,FH-55-12-20190506,6,,
FH,55,12,20190521,FH-55-12-20190521,7,,
FH,57,16,20180328,FH-57-16-20180328,1,,
FH,57,16,20180411,FH-57-16-20180411,40,,
FH,57,16,20180425,FH-57-16-20180425,48,,
FH,57,16,20180508,FH-57-16-20180508,16,,
FH,57,16,20180523,FH-57-16-20180523,13,,
FH,57,16,20180905,FH-57-16-20180905,16,,
FH,57,16,20180919,FH-57-16-20180919,48,,
FH,57,16,20181003,FH-57-16-20181003,50,,
FH,57,16,20181015,FH-57-16-20181015,34,,
FH,57,16,20181030,FH-57-16-20181030,25,,
FH,57,16,20181114,FH-57-16-20181114,3,,
FH,57,16,20181128,FH-57-16-20181128,6,,
FH,57,18,20180328,FH-57-18-20180328,3,,
FH,57,18,20180411,FH-57-18-20180411,96,,
FH,57,18,20180425,FH-57-18-20180425,19,,
FH,57,18,20180523,FH-57-18-20180523,16,,
FH,57,18,20180919,FH-57-18-20180919,36,,
FH,57,18,20181003,FH-57-18-20181003,61,,
FH,57,18,20181015,FH-57-18-20181015,27,,
FH,57,18,20181030,FH-57-18-20181030,13,,
FH,57,16,20190116,FH-57-16-20190116,3,,
FH,57,16,20190313,FH-57-16-20190313,9,,
FH,57,16,20190327,FH-57-16-20190327,21,,
FH,57,16,20190410,FH-57-16-20190410,114,,
FH,57,16,20190424,FH-57-16-20190424,40,,
FH,57,16,20190508,FH-57-16-20190508,11,,
FH,57,16,20190523,FH-57-16-20190523,24,,
FH,57,16,20190605,FH-57-16-20190605,7,,
FH,57,18,20190116,FH-57-18-20190116,3,,
FH,57,18,20190327,FH-57-18-20190327,25,,
FH,57,18,20190410,FH-57-18-20190410,32,,
FH,57,18,20190424,FH-57-18-20190424,20,,
FH,57,18,20190508,FH-57-18-20190508,3,,
FH,57,18,20190523,FH-57-18-20190523,3,,
FH,57,18,20190605,FH-57-18-20190605,2,,
FH,58,11,20190607,FH-58-11-20190607,9,,
FH,58,12,20190607,FH-58-12-20190607,20,,
FH,60,11,20180216,FH-60-11-20180216,15,,
FH,60,11,20180420,FH-60-11-20180420,5,,
FH,60,12,20180216,FH-60-12-20180216,10,,
FH,60,12,20180420,FH-60-12-20180420,10,,
FH,24,11,20190706,FH-24-11-20190706,1,,
FH,43,5,20190228,FH-43-05-20190228,17,,
FH,43,5,20190314,FH-43-05-20190314,31,,
FH,43,5,20190328,FH-43-05-20190328,11,,
FH,43,6,20190228,FH-43-06-20190228,2,,
FH,43,6,20190314,FH-43-06-20190314,31,,
FH,43,6,20190328,FH-43-06-20190328,20,,
FH,43,7,20190228,FH-43-07-20190228,23,,
FH,43,7,20190314,FH-43-07-20190314,30,,
FH,43,7,20190328,FH-43-07-20190328,10,,
FH,43,8,20190228,FH-43-08-20190228,14,,
FH,43,8,20190314,FH-43-08-20190314,19,,
FH,43,8,20190328,FH-43-08-20190328,2,,
FH,43,9,20190314,FH-43-09-20190314,11,,
FH,43,9,20190328,FH-43-09-20190328,7,,
FH,43,10,20190228,FH-43-10-20190228,5,,
FH,43,10,20190314,FH-43-10-20190314,23,,
FH,43,10,20190328,FH-43-10-20190328,3,,
FH,43,11,20190228,FH-43-11-20190228,9,,
FH,43,11,20190314,FH-43-11-20190314,32,,
FH,43,11,20190328,FH-43-11-20190328,11,,
FH,43,12,20190314,FH-43-12-20190314,15,,
FH,43,12,20190328,FH-43-12-20190328,18,,
FH,9,1,20200606,FH-09-01-20200606,1,,
FH,9,2,20200411,FH-09-02-20200411,8,,
FH,9,2,20200425,FH-09-02-20200425,11,,
FH,9,2,20200509,FH-09-02-20200509,13,,
FH,9,2,20200523,FH-09-02-20200523,1,,
FH,10,2,20200210,FH-10-02-20200210,1,,
FH,10,2,20200225,FH-10-02-20200225,1,,
FH,10,2,20200311,FH-10-02-20200311,1,,
FH,10,10,20200211,FH-10-10-20200211,3,,
FH,10,10,20200225,FH-10-10-20200225,4,,
FH,10,10,20200311,FH-10-10-20200311,3,,
FH,11,1,20200402,FH-11-01-20200402,23,,
FH,11,1,20200417,FH-11-01-20200417,18,,
FH,11,1,20200501,FH-11-01-20200501,17,,
FH,11,1,20200513,FH-11-01-20200513,3,,
FH,11,3,20200402,FH-11-03-20200402,1,,
FH,11,3,20200417,FH-11-03-20200417,1,,
FH,11,3,20200501,FH-11-03-20200501,2,,
FH,11,3,20200513,FH-11-03-20200513,1,,
FH,13,1,20200205,FH-13-01-20200205,4,,
FH,13,1,20200221,FH-13-01-20200221,5,,
FH,13,1,20200312,FH-13-01-20200312,4,,
FH,13,1,20200326,FH-13-01-20200326,1,,
FH,13,1,20200409,FH-13-01-20200409,3,,
FH,13,2,20200205,FH-13-02-20200205,7,,
FH,13,2,20200221,FH-13-02-20200221,13,,
FH,13,2,20200312,FH-13-02-20200312,13,,
FH,13,2,20200326,FH-13-02-20200326,20,,
FH,13,2,20200409,FH-13-02-20200409,6,,
FH,28,1,20200130,FH-28-01-20200130,2,,
FH,28,1,20200214,FH-28-01-20200214,2,,
FH,28,2,20200116,FH-28-02-20200116,1,,
FH,28,2,20200130,FH-28-02-20200130,1,,
FH,28,2,20200302,FH-28-02-20200302,4,,
FH,48,1,20200508,FH-48-01-20200508,4,,
FH,48,2,20200429,FH-48-02-20200429,28,,
FH,48,2,20200508,FH-48-02-20200508,12,,
FH,9,3,20200411,FH-09-03-20200411,12,,
FH,9,3,20200425,FH-09-03-20200425,15,,
FH,9,3,20200509,FH-09-03-20200509,19,,
FH,9,3,20200523,FH-09-03-20200523,4,,
FH,9,3,20200606,FH-09-03-20200606,2,,
FH,9,4,20200425,FH-09-04-20200425,16,,
FH,9,4,20200509,FH-09-04-20200509,14,,
FH,9,4,20200523,FH-09-04-20200523,4,,
FH,9,4,20200606,FH-09-04-20200606,2,,
FH,11,5,20200402,FH-11-05-20200402,1,,
FH,11,6,20200417,FH-11-06-20200417,2,,
FH,1,9,20180409,FH-01-09-20180409,56,,
FH,1,9,20180423,FH-01-09-20180423,93,,
FH,1,9,20180507,FH-01-09-20180507,40,,
FH,1,9,20180518,FH-01-09-20180518,26,,
FH,1,10,20180409,FH-01-10-20180409,22,,
FH,1,10,20180423,FH-01-10-20180423,100,,
FH,1,10,20180507,FH-01-10-20180507,85,,
FH,1,10,20180518,FH-01-10-20180518,56,,
FH,1,9,20190220,FH-01-09-20190220,1,,
FH,1,9,20190401,FH-01-09-20190401,2,,
FH,1,9,20190415,FH-01-09-20190415,24,,
FH,1,9,20190429,FH-01-09-20190429,17,,
FH,1,9,20190513,FH-01-09-20190513,16,,
FH,1,9,20190528,FH-01-09-20190528,8,,
FH,1,10,20190415,FH-01-10-20190415,29,,
FH,1,10,20190429,FH-01-10-20190429,37,,
FH,1,10,20190513,FH-01-10-20190513,31,,
FH,1,10,20190528,FH-01-10-20190528,36,,
FH,2,12,20180405,FH-02-12-20180405,12,,
FH,2,12,20180420,FH-02-12-20180420,31,,
FH,4,9,20180306,FH-04-09-20180306,100,,
FH,4,9,20180321,FH-04-09-20180321,100,,
FH,4,10,20180306,FH-04-10-20180306,100,,
FH,4,10,20180321,FH-04-10-20180321,100,,
FH,4,9,20190208,FH-04-09-20190208,15,,
FH,4,9,20190221,FH-04-09-20190221,45,,
FH,4,10,20190208,FH-04-10-20190208,20,,
FH,4,10,20190221,FH-04-10-20190221,43,,
FH,5,9,20180411,FH-05-09-20180411,101,,
FH,5,9,20180426,FH-05-09-20180426,101,,
FH,5,10,20180411,FH-05-10-20180411,101,,
FH,5,10,20180426,FH-05-10-20180426,101,,
FH,5,9,20190312,FH-05-09-20190312,45,,
FH,5,10,20190312,FH-05-10-20190312,45,,
FH,6,9,20180328,FH-06-09-20180328,94,,
FH,6,9,20180412,FH-06-09-20180412,100,,
FH,6,9,20180425,FH-06-09-20180425,36,,
FH,6,10,20180328,FH-06-10-20180328,80,,
FH,6,10,20180412,FH-06-10-20180412,100,,
FH,6,10,20180425,FH-06-10-20180425,36,,
FH,6,9,20190212,FH-06-09-20190212,50,,
FH,6,9,20190226,FH-06-09-20190226,6,,
FH,6,10,20190212,FH-06-10-20190212,50,,
FH,6,10,20190226,FH-06-10-20190226,6,,
FH,9,9,20180420,FH-09-09-20180420,5,,
FH,9,9,20180504,FH-09-09-20180504,104,,
FH,9,9,20180518,FH-09-09-20180518,8,,
FH,9,9,20180531,FH-09-09-20180531,2,,
FH,9,10,20180420,FH-09-10-20180420,5,,
FH,9,10,20180504,FH-09-10-20180504,135,,
FH,9,10,20180518,FH-09-10-20180518,24,,
FH,9,10,20180531,FH-09-10-20180531,5,,
FH,9,9,20190604,FH-09-09-20190604,1,,
FH,10,9,20180215,FH-10-09-20180215,4,,
FH,10,9,20180301,FH-10-09-20180301,3,,
FH,10,10,20180130,FH-10-10-20180130,5,,
FH,10,10,20180215,FH-10-10-20180215,10,,
FH,10,10,20180301,FH-10-10-20180301,1,,
FH,10,9,20190206,FH-10-09-20190206,2,,
FH,10,9,20190308,FH-10-09-20190308,2,,
FH,10,9,20190322,FH-10-09-20190322,3,,
FH,11,9,20180515,FH-11-09-20180515,5,,
FH,11,10,20180430,FH-11-10-20180430,6,,
FH,12,10,20180427,FH-12-10-20180427,18,,
FH,12,10,20180511,FH-12-10-20180511,7,,
FH,12,10,20180525,FH-12-10-20180525,8,,
FH,12,10,20180606,FH-12-10-20180606,2,,
FH,12,11,20180427,FH-12-11-20180427,33,,
FH,12,11,20180511,FH-12-11-20180511,3,,
FH,12,11,20180525,FH-12-11-20180525,10,,
FH,12,11,20180606,FH-12-11-20180606,3,,
FH,12,10,20190412,FH-12-10-20190412,10,,
FH,12,10,20190430,FH-12-10-20190430,19,,
FH,12,10,20190514,FH-12-10-20190514,10,,
FH,12,11,20190412,FH-12-11-20190412,6,,
FH,12,11,20190430,FH-12-11-20190430,10,,
FH,12,11,20190514,FH-12-11-20190514,9,,
FH,13,9,20180307,FH-13-09-20180307,1,,
FH,13,9,20180405,FH-13-09-20180405,1,,
FH,13,9,20181103,FH-13-09-20181103,12,,
FH,13,9,20181128,FH-13-09-20181128,7,,
FH,13,10,20180307,FH-13-10-20180307,1,,
FH,13,10,20180405,FH-13-10-20180405,2,,
FH,13,10,20181103,FH-13-10-20181103,9,,
FH,13,10,20181128,FH-13-10-20181128,3,,
FH,13,9,20190107,FH-13-09-20190107,13,,
FH,13,9,20190122,FH-13-09-20190122,11,,
FH,13,9,20190208,FH-13-09-20190208,9,,
FH,13,9,20190222,FH-13-09-20190222,15,,
FH,13,9,20190308,FH-13-09-20190308,19,,
FH,13,9,20190322,FH-13-09-20190322,5,,
FH,13,10,20190107,FH-13-10-20190107,4,,
FH,13,10,20190122,FH-13-10-20190122,6,,
FH,13,10,20190208,FH-13-10-20190208,4,,
FH,13,10,20190222,FH-13-10-20190222,8,,
FH,13,10,20190308,FH-13-10-20190308,9,,
FH,13,10,20190322,FH-13-10-20190322,2,,
FH,23,9,20180522,FH-23-09-20180522,53,,
FH,23,9,20180531,FH-23-09-20180531,62,,
FH,23,9,20180609,FH-23-09-20180609,100,,
FH,23,10,20180522,FH-23-10-20180522,81,,
FH,23,10,20180531,FH-23-10-20180531,65,,
FH,23,10,20180609,FH-23-10-20180609,100,,
FH,24,11,20180521,FH-24-11-20180521,15,,
FH,24,11,20180617,FH-24-11-20180617,12,,
FH,24,11,20180729,FH-24-11-20180729,11,,
FH,24,12,20180521,FH-24-12-20180521,26,,
FH,24,12,20180617,FH-24-12-20180617,25,,
FH,24,12,20180729,FH-24-12-20180729,18,,
FH,24,12,20180813,FH-24-12-20180813,6,,
FH,24,11,20190816,FH-24-11-20190816,3,,
FH,24,12,20190816,FH-24-12-20190816,1,,
FH,25,9,20180418,FH-25-09-20180418,41,,
FH,25,9,20180502,FH-25-09-20180502,10,,
FH,25,9,20180527,FH-25-09-20180527,42,,
FH,25,9,20180609,FH-25-09-20180609,52,,
FH,25,10,20180418,FH-25-10-20180418,45,,
FH,25,10,20180527,FH-25-10-20180527,100,,
FH,25,9,20190403,FH-25-09-20190403,14,,
FH,25,9,20190421,FH-25-09-20190421,14,,
FH,25,9,20190508,FH-25-09-20190508,7,,
FH,25,9,20190523,FH-25-09-20190523,7,,
FH,25,10,20190403,FH-25-10-20190403,11,,
FH,25,10,20190421,FH-25-10-20190421,16,,
FH,25,10,20190508,FH-25-10-20190508,10,,
FH,25,10,20190523,FH-25-10-20190523,10,,
FH,25,10,20190926,FH-25-10-20190926,8,,
FH,26,9,20180221,FH-26-09-20180221,2,,
FH,26,9,20180304,FH-26-09-20180304,18,,
FH,26,10,20180221,FH-26-10-20180221,18,,
FH,27,12,20180902,FH-27-12-20180902,1,,
FH,27,3,20190427,FH-27-03-20190427,1,,
FH,27,12,20190427,FH-27-12-20190427,4,,
FH,27,12,20190602,FH-27-12-20190602,2,,
FH,28,9,20180305,FH-28-09-20180305,66,,
FH,28,9,20180323,FH-28-09-20180323,71,,
FH,28,9,20180409,FH-28-09-20180409,61,,
FH,28,9,20180422,FH-28-09-20180422,46,,
FH,28,10,20180309,FH-28-10-20180309,100,,
FH,28,10,20180325,FH-28-10-20180325,100,,
FH,28,10,20180408,FH-28-10-20180408,81,,
FH,28,10,20180422,FH-28-10-20180422,15,,
FH,28,10,20181219,FH-28-10-20181219,2,,
FH,28,9,20190208,FH-28-09-20190208,5,,
FH,28,9,20190308,FH-28-09-20190308,2,,
FH,28,9,20190322,FH-28-09-20190322,5,,
FH,28,9,20190407,FH-28-09-20190407,7,,
FH,28,10,20190208,FH-28-10-20190208,4,,
FH,28,10,20190308,FH-28-10-20190308,1,,
FH,28,10,20190322,FH-28-10-20190322,4,,
FH,28,10,20190407,FH-28-10-20190407,2,,
FH,32,9,20180131,FH-32-09-20180131,4,,
FH,32,9,20180219,FH-32-09-20180219,22,,
FH,32,9,20180309,FH-32-09-20180309,100,,
FH,32,10,20180131,FH-32-10-20180131,7,,
FH,32,10,20180219,FH-32-10-20180219,40,,
FH,32,10,20180309,FH-32-10-20180309,59,,
FH,32,9,20190214,FH-32-09-20190214,4,,
FH,32,10,20190214,FH-32-10-20190214,4,,
FH,33,12,20190418,FH-33-12-20190418,43,,
FH,37,9,20180529,FH-37-09-20180529,5,,
FH,37,9,20180706,FH-37-09-20180706,4,,
FH,37,10,20180529,FH-37-10-20180529,10,,
FH,37,10,20180706,FH-37-10-20180706,3,,
FH,42,9,20180419,FH-42-09-20180419,150,,
FH,42,9,20180506,FH-42-09-20180506,4,,
FH,42,10,20180419,FH-42-10-20180419,139,,
FH,42,10,20180506,FH-42-10-20180506,3,,
FH,42,9,20190525,FH-42-09-20190525,5,,
FH,43,9,20180206,FH-43-09-20180206,11,,
FH,43,9,20180221,FH-43-09-20180221,39,,
FH,43,9,20180314,FH-43-09-20180314,32,,
FH,43,9,20180328,FH-43-09-20180328,24,,
FH,43,10,20180206,FH-43-10-20180206,17,,
FH,43,10,20180221,FH-43-10-20180221,28,,
FH,43,10,20180314,FH-43-10-20180314,23,,
FH,43,10,20180328,FH-43-10-20180328,33,,
FH,45,9,20180411,FH-45-09-20180411,74,,
FH,45,9,20180425,FH-45-09-20180425,11,,
FH,45,10,20180411,FH-45-10-20180411,120,,
FH,45,10,20180425,FH-45-10-20180425,12,,
FH,45,9,20190215,FH-45-09-20190215,4,,
FH,45,9,20190304,FH-45-09-20190304,7,,
FH,45,10,20190215,FH-45-10-20190215,6,,
FH,45,10,20190304,FH-45-10-20190304,19,,
FH,46,9,20180404,FH-46-09-20180404,100,,
FH,46,9,20180418,FH-46-09-20180418,100,,
FH,46,9,20180502,FH-46-09-20180502,91,,
FH,46,9,20180516,FH-46-09-20180516,35,,
FH,46,10,20180404,FH-46-10-20180404,99,,
FH,46,10,20180418,FH-46-10-20180418,100,,
FH,46,10,20180502,FH-46-10-20180502,93,,
FH,46,10,20180516,FH-46-10-20180516,27,,
FH,46,9,20190410,FH-46-09-20190410,100,,
FH,46,9,20190424,FH-46-09-20190424,48,,
FH,46,9,20190508,FH-46-09-20190508,33,,
FH,46,9,20190522,FH-46-09-20190522,19,,
FH,46,10,20190410,FH-46-10-20190410,100,,
FH,46,10,20190424,FH-46-10-20190424,42,,
FH,46,10,20190508,FH-46-10-20190508,30,,
FH,46,10,20190522,FH-46-10-20190522,26,,
FH,49,9,20180409,FH-49-09-20180409,98,,
FH,49,9,20180423,FH-49-09-20180423,22,,
FH,49,9,20180507,FH-49-09-20180507,8,,
FH,49,9,20181108,FH-49-09-20181108,2,,
FH,49,9,20181122,FH-49-09-20181122,2,,
FH,49,10,20180409,FH-49-10-20180409,91,,
FH,49,10,20180423,FH-49-10-20180423,19,,
FH,49,10,20180507,FH-49-10-20180507,4,,
FH,49,10,20181025,FH-49-10-20181025,25,,
FH,49,10,20181101,FH-49-10-20181101,26,,
FH,49,10,20181108,FH-49-10-20181108,29,,
FH,49,10,20181122,FH-49-10-20181122,24,,
FH,49,9,20190320,FH-49-09-20190320,5,,
FH,49,9,20190405,FH-49-09-20190405,17,,
FH,49,9,20190417,FH-49-09-20190417,18,,
FH,49,9,20190507,FH-49-09-20190507,7,,
FH,49,9,20190521,FH-49-09-20190521,7,,
FH,49,10,20190320,FH-49-10-20190320,28,,
FH,49,10,20190405,FH-49-10-20190405,78,,
FH,49,10,20190417,FH-49-10-20190417,99,,
FH,49,10,20190507,FH-49-10-20190507,14,,
FH,49,10,20190521,FH-49-10-20190521,16,,
FH,52,11,20180502,FH-52-11-20180502,12,,
FH,52,11,20180524,FH-52-11-20180524,1,,
FH,52,12,20180417,FH-52-12-20180417,2,,
FH,52,12,20180502,FH-52-12-20180502,12,,
FH,52,11,20190322,FH-52-11-20190322,16,,
FH,52,11,20190402,FH-52-11-20190402,50,,
FH,52,11,20190419,FH-52-11-20190419,80,,
FH,52,11,20190426,FH-52-11-20190426,26,,
FH,52,12,20190322,FH-52-12-20190322,16,,
FH,52,12,20190402,FH-52-12-20190402,20,,
FH,52,12,20190419,FH-52-12-20190419,80,,
FH,52,12,20190426,FH-52-12-20190426,27,,
FH,53,9,20180413,FH-53-09-20180413,15,,
FH,53,9,20180420,FH-53-09-20180420,94,,
FH,53,9,20180504,FH-53-09-20180504,23,,
FH,53,11,20180413,FH-53-11-20180413,22,,
FH,53,11,20180420,FH-53-11-20180420,96,,
FH,53,11,20180504,FH-53-11-20180504,10,,
FH,53,9,20190405,FH-53-09-20190405,66,,
FH,53,9,20190417,FH-53-09-20190417,110,,
FH,53,9,20190426,FH-53-09-20190426,32,,
FH,53,11,20190405,FH-53-11-20190405,41,,
FH,53,11,20190417,FH-53-11-20190417,100,,
FH,53,11,20190426,FH-53-11-20190426,52,,
FH,54,9,20180115,FH-54-09-20180115,6,,
FH,54,9,20180314,FH-54-09-20180314,82,,
FH,54,9,20180328,FH-54-09-20180328,100,,
FH,54,9,20180412,FH-54-09-20180412,100,,
FH,54,9,20180427,FH-54-09-20180427,22,,
FH,54,10,20180115,FH-54-10-20180115,12,,
FH,54,10,20180314,FH-54-10-20180314,83,,
FH,54,10,20180328,FH-54-10-20180328,100,,
FH,54,10,20180412,FH-54-10-20180412,100,,
FH,54,10,20180427,FH-54-10-20180427,19,,
FH,55,9,20180412,FH-55-09-20180412,3,,
FH,55,10,20180412,FH-55-10-20180412,2,,
FH,55,10,20190405,FH-55-10-20190405,1,,
FH,55,10,20190506,FH-55-10-20190506,1,,
FH,55,10,20190521,FH-55-10-20190521,1,,
FH,57,13,20180411,FH-57-13-20180411,7,,
FH,57,13,20180425,FH-57-13-20180425,10,,
FH,57,13,20180508,FH-57-13-20180508,6,,
FH,57,13,20180523,FH-57-13-20180523,8,,
FH,57,13,20180919,FH-57-13-20180919,56,,
FH,57,13,20181003,FH-57-13-20181003,55,,
FH,57,13,20181015,FH-57-13-20181015,26,,
FH,57,13,20181030,FH-57-13-20181030,9,,
FH,57,13,20181128,FH-57-13-20181128,3,,
FH,57,15,20180328,FH-57-15-20180328,2,,
FH,57,15,20180411,FH-57-15-20180411,77,,
FH,57,15,20180425,FH-57-15-20180425,110,,
FH,57,15,20180508,FH-57-15-20180508,17,,
FH,57,15,20180523,FH-57-15-20180523,10,,
FH,57,15,20180905,FH-57-15-20180905,13,True,
FH,57,15,20180919,FH-57-15-20180919,56,,
FH,57,15,20181003,FH-57-15-20181003,62,,
FH,57,15,20181015,FH-57-15-20181015,30,,
FH,57,15,20181030,FH-57-15-20181030,17,,
FH,57,15,20181128,FH-57-15-20181128,3,,
FH,57,13,20190116,FH-57-13-20190116,4,,
FH,57,13,20190313,FH-57-13-20190313,13,,
FH,57,13,20190327,FH-57-13-20190327,22,,
FH,57,13,20190410,FH-57-13-20190410,86,,
FH,57,13,20190424,FH-57-13-20190424,46,,
FH,57,13,20190508,FH-57-13-20190508,6,,
FH,57,13,20190523,FH-57-13-20190523,31,,
FH,57,13,20190605,FH-57-13-20190605,5,,
FH,57,15,20190116,FH-57-15-20190116,4,,
FH,57,15,20190327,FH-57-15-20190327,48,,
FH,57,15,20190410,FH-57-15-20190410,75,,
FH,57,15,20190424,FH-57-15-20190424,32,,
FH,57,15,20190508,FH-57-15-20190508,11,,
FH,57,15,20190523,FH-57-15-20190523,19,,
FH,57,15,20190605,FH-57-15-20190605,7,,
FH,58,9,20190607,FH-58-09-20190607,9,,
FH,58,10,20190607,FH-58-10-20190607,28,,
FH,60,9,20180216,FH-60-09-20180216,2,,
