,number_flowers_collected,site,plot,date,sampleid,year,month,day,to_skip,source,generation
1228,13.0,28,17,2019-04-07,MLFH281720190407,2019,4,7,,samples_records,2
1229,17.0,28,18,2019-04-07,MLFH281820190407,2019,4,7,,samples_records,2
1230,3.0,28,1,2019-04-25,MLFH280120190425,2019,4,25,,samples_records,2
1231,18.0,28,2,2019-04-25,MLFH280220190425,2019,4,25,,samples_records,2
1232,7.0,28,3,2019-04-25,MLFH280320190425,2019,4,25,,samples_records,2
1233,2.0,28,4,2019-04-25,MLFH280420190425,2019,4,25,,samples_records,2
1234,1.0,28,5,2019-04-25,MLFH280520190425,2019,4,25,,samples_records,2
1235,7.0,28,6,2019-04-25,MLFH280620190425,2019,4,25,,samples_records,2
1236,2.0,28,7,2019-04-25,MLFH280720190425,2019,4,25,,samples_records,2
1237,3.0,28,8,2019-04-25,MLFH280820190425,2019,4,25,,samples_records,2
1248,28.0,33,6,2019-04-18,MLFH330620190418,2019,4,18,,samples_records,2
1249,23.0,33,9,2019-04-18,MLFH330920190418,2019,4,18,,samples_records,2
1250,25.0,33,11,2019-04-18,MLFH331120190418,2019,4,18,,samples_records,2
1251,43.0,33,12,2019-04-18,MLFH331220190418,2019,4,18,,samples_records,2
1252,20.0,33,4,2019-04-26,MLFH330420190426,2019,4,26,,samples_records,2
1253,6.0,42,3,2019-05-25,MLFH420320190525,2019,5,25,,samples_records,2
1254,5.0,42,5,2019-05-25,MLFH420520190525,2019,5,25,,samples_records,2
1255,5.0,42,6,2019-05-25,MLFH420620190525,2019,5,25,,samples_records,2
1256,5.0,42,7,2019-05-25,MLFH420720190525,2019,5,25,,samples_records,2
1257,3.0,42,8,2019-05-25,MLFH420820190525,2019,5,25,,samples_records,2
1258,5.0,42,9,2019-05-25,MLFH420920190525,2019,5,25,,samples_records,2
1259,2.0,42,11,2019-05-25,MLFH421120190525,2019,5,25,,samples_records,2
1260,16.0,43,1,2019-02-28,MLFH430120190228,2019,2,28,,samples_records,2
1264,17.0,43,5,2019-02-28,MLFH430520190228,2019,2,28,,samples_records,2
1265,2.0,43,6,2019-02-28,MLFH430620190228,2019,2,28,,samples_records,2
1266,23.0,43,7,2019-02-28,MLFH430720190228,2019,2,28,,samples_records,2
1267,14.0,43,8,2019-02-28,MLFH430820190228,2019,2,28,,samples_records,2
1269,5.0,43,10,2019-02-28,MLFH431020190228,2019,2,28,,samples_records,2
1270,9.0,43,11,2019-02-28,MLFH431120190228,2019,2,28,,samples_records,2
1272,36.0,43,1,2019-03-14,MLFH430120190314,2019,3,14,,samples_records,2
1276,31.0,43,5,2019-03-14,MLFH430520190314,2019,3,14,,samples_records,2
1277,31.0,43,6,2019-03-14,MLFH430620190314,2019,3,14,,samples_records,2
1278,30.0,43,7,2019-03-14,MLFH430720190314,2019,3,14,,samples_records,2
1279,19.0,43,8,2019-03-14,MLFH430820190314,2019,3,14,,samples_records,2
1280,11.0,43,9,2019-03-14,MLFH430920190314,2019,3,14,,samples_records,2
1281,23.0,43,10,2019-03-14,MLFH431020190314,2019,3,14,,samples_records,2
1282,32.0,43,11,2019-03-14,MLFH431120190314,2019,3,14,,samples_records,2
1283,15.0,43,12,2019-03-14,MLFH431220190314,2019,3,14,,samples_records,2
1286,3.0,43,3,2019-03-28,MLFH430320190328,2019,3,28,,samples_records,2
1287,4.0,43,4,2019-03-28,MLFH430420190328,2019,3,28,,samples_records,2
1288,11.0,43,5,2019-03-28,MLFH430520190328,2019,3,28,,samples_records,2
1289,20.0,43,6,2019-03-28,MLFH430620190328,2019,3,28,,samples_records,2
1290,10.0,43,7,2019-03-28,MLFH430720190328,2019,3,28,,samples_records,2
1291,2.0,43,8,2019-03-28,MLFH430820190328,2019,3,28,,samples_records,2
1292,7.0,43,9,2019-03-28,MLFH430920190328,2019,3,28,,samples_records,2
1293,3.0,43,10,2019-03-28,MLFH431020190328,2019,3,28,,samples_records,2
1294,11.0,43,11,2019-03-28,MLFH431120190328,2019,3,28,,samples_records,2
1295,18.0,43,12,2019-03-28,MLFH431220190328,2019,3,28,,samples_records,2
1296,12.0,45,1,2019-01-31,MLFH450120190131,2019,1,31,,samples_records,2
1297,1.0,45,6,2019-01-31,MLFH450620190131,2019,1,31,,samples_records,2
1298,100.0,45,1,2019-02-15,MLFH450120190215,2019,2,15,,samples_records,2
1299,19.0,45,3,2019-02-15,MLFH450320190215,2019,2,15,,samples_records,2
1300,6.0,45,7,2019-02-15,MLFH450720190215,2019,2,15,,samples_records,2
1301,4.0,45,9,2019-02-15,MLFH450920190215,2019,2,15,,samples_records,2
1302,6.0,45,10,2019-02-15,MLFH451020190215,2019,2,15,,samples_records,2
1303,10.0,45,12,2019-02-15,MLFH451220190215,2019,2,15,,samples_records,2
1304,21.0,45,1,2019-03-04,MLFH450120190304,2019,3,4,,samples_records,2
1305,18.0,45,3,2019-03-04,MLFH450320190304,2019,3,4,,samples_records,2
1306,7.0,45,7,2019-03-04,MLFH450720190304,2019,3,4,,samples_records,2
1307,7.0,45,9,2019-03-04,MLFH450920190304,2019,3,4,,samples_records,2
1308,19.0,45,10,2019-03-04,MLFH451020190304,2019,3,4,,samples_records,2
1309,23.0,45,12,2019-03-04,MLFH451220190304,2019,3,4,,samples_records,2
1310,100.0,46,1,2019-04-10,MLFH460120190410,2019,4,10,,samples_records,2
1311,100.0,46,2,2019-04-10,MLFH460220190410,2019,4,10,,samples_records,2
1312,100.0,46,3,2019-04-10,MLFH460320190410,2019,4,10,,samples_records,2
1313,100.0,46,4,2019-04-10,MLFH460420190410,2019,4,10,,samples_records,2
1314,100.0,46,5,2019-04-10,MLFH460520190410,2019,4,10,,samples_records,2
1315,100.0,46,6,2019-04-10,MLFH460620190410,2019,4,10,,samples_records,2
1316,100.0,46,7,2019-04-10,MLFH460720190410,2019,4,10,,samples_records,2
1317,100.0,46,8,2019-04-10,MLFH460820190410,2019,4,10,,samples_records,2
1318,100.0,46,9,2019-04-10,MLFH460920190410,2019,4,10,,samples_records,2
1319,100.0,46,10,2019-04-10,MLFH461020190410,2019,4,10,,samples_records,2
1320,100.0,46,11,2019-04-10,MLFH461120190410,2019,4,10,,samples_records,2
1321,100.0,46,12,2019-04-10,MLFH461220190410,2019,4,10,,samples_records,2
1322,80.0,46,1,2019-04-24,MLFH460120190424,2019,4,24,,samples_records,2
1323,75.0,46,2,2019-04-24,MLFH460220190424,2019,4,24,,samples_records,2
1324,69.0,46,3,2019-04-24,MLFH460320190424,2019,4,24,,samples_records,2
1325,70.0,46,4,2019-04-24,MLFH460420190424,2019,4,24,,samples_records,2
1326,87.0,46,5,2019-04-24,MLFH460520190424,2019,4,24,,samples_records,2
1327,54.0,46,6,2019-04-24,MLFH460620190424,2019,4,24,,samples_records,2
1328,61.0,46,7,2019-04-24,MLFH460720190424,2019,4,24,,samples_records,2
1329,26.0,46,8,2019-04-24,MLFH460820190424,2019,4,24,,samples_records,2
1330,48.0,46,9,2019-04-24,MLFH460920190424,2019,4,24,,samples_records,2
1331,42.0,46,10,2019-04-24,MLFH461020190424,2019,4,24,,samples_records,2
1332,13.0,46,11,2019-04-24,MLFH461120190424,2019,4,24,,samples_records,2
1333,7.0,46,12,2019-04-24,MLFH461220190424,2019,4,24,,samples_records,2
1334,34.0,46,1,2019-05-08,MLFH460120190508,2019,5,8,,samples_records,2
1335,32.0,46,2,2019-05-08,MLFH460220190508,2019,5,8,,samples_records,2
1336,40.0,46,3,2019-05-08,MLFH460320190508,2019,5,8,,samples_records,2
1337,27.0,46,4,2019-05-08,MLFH460420190508,2019,5,8,,samples_records,2
1338,50.0,46,5,2019-05-08,MLFH460520190508,2019,5,8,,samples_records,2
1339,48.0,46,6,2019-05-08,MLFH460620190508,2019,5,8,,samples_records,2
1340,25.0,46,7,2019-05-08,MLFH460720190508,2019,5,8,,samples_records,2
1341,25.0,46,8,2019-05-08,MLFH460820190508,2019,5,8,,samples_records,2
1342,33.0,46,9,2019-05-08,MLFH460920190508,2019,5,8,,samples_records,2
1343,30.0,46,10,2019-05-08,MLFH461020190508,2019,5,8,,samples_records,2
1344,12.0,46,11,2019-05-08,MLFH461120190508,2019,5,8,,samples_records,2
1345,5.0,46,12,2019-05-08,MLFH461220190508,2019,5,8,,samples_records,2
1346,16.0,46,1,2019-05-22,MLFH460120190522,2019,5,22,,samples_records,2
1347,12.0,46,2,2019-05-22,MLFH460220190522,2019,5,22,,samples_records,2
1348,15.0,46,3,2019-05-22,MLFH460320190522,2019,5,22,,samples_records,2
1349,17.0,46,4,2019-05-22,MLFH460420190522,2019,5,22,,samples_records,2
1350,20.0,46,5,2019-05-22,MLFH460520190522,2019,5,22,,samples_records,2
1351,11.0,46,6,2019-05-22,MLFH460620190522,2019,5,22,,samples_records,2
1352,20.0,46,7,2019-05-22,MLFH460720190522,2019,5,22,,samples_records,2
1353,15.0,46,8,2019-05-22,MLFH460820190522,2019,5,22,,samples_records,2
1354,19.0,46,9,2019-05-22,MLFH460920190522,2019,5,22,,samples_records,2
1355,26.0,46,10,2019-05-22,MLFH461020190522,2019,5,22,,samples_records,2
1356,5.0,46,11,2019-05-22,MLFH461120190522,2019,5,22,,samples_records,2
1357,5.0,46,12,2019-05-22,MLFH461220190522,2019,5,22,,samples_records,2
1358,2.0,49,2,2019-03-20,MLFH490220190320,2019,3,20,,samples_records,2
1359,10.0,49,6,2019-03-20,MLFH490620190320,2019,3,20,,samples_records,2
1360,14.0,49,7,2019-03-20,MLFH490720190320,2019,3,20,,samples_records,2
1361,6.0,49,8,2019-03-20,MLFH490820190320,2019,3,20,,samples_records,2
1362,5.0,49,9,2019-03-20,MLFH490920190320,2019,3,20,,samples_records,2
1363,28.0,49,10,2019-03-20,MLFH491020190320,2019,3,20,,samples_records,2
1364,13.0,49,1,2019-04-05,MLFH490120190405,2019,4,5,,samples_records,2
1365,16.0,49,2,2019-04-05,MLFH490220190405,2019,4,5,,samples_records,2
1366,6.0,49,3,2019-04-05,MLFH490320190405,2019,4,5,,samples_records,2
1367,2.0,49,4,2019-04-05,MLFH490420190405,2019,4,5,,samples_records,2
1368,4.0,49,5,2019-04-05,MLFH490520190405,2019,4,5,,samples_records,2
1369,19.0,49,6,2019-04-05,MLFH490620190405,2019,4,5,,samples_records,2
1370,87.0,49,7,2019-04-05,MLFH490720190405,2019,4,5,,samples_records,2
1371,14.0,49,8,2019-04-05,MLFH490820190405,2019,4,5,,samples_records,2
1372,17.0,49,9,2019-04-05,MLFH490920190405,2019,4,5,,samples_records,2
1373,78.0,49,10,2019-04-05,MLFH491020190405,2019,4,5,,samples_records,2
1374,3.0,49,11,2019-04-05,MLFH491120190405,2019,4,5,,samples_records,2
1375,11.0,49,12,2019-04-05,MLFH491220190405,2019,4,5,,samples_records,2
1376,10.0,49,1,2019-04-17,MLFH490120190417,2019,4,17,,samples_records,2
1377,16.0,49,2,2019-04-17,MLFH490220190417,2019,4,17,,samples_records,2
1378,6.0,49,3,2019-04-17,MLFH490320190417,2019,4,17,,samples_records,2
1379,7.0,49,4,2019-04-17,MLFH490420190417,2019,4,17,,samples_records,2
1380,16.0,49,5,2019-04-17,MLFH490520190417,2019,4,17,,samples_records,2
1381,19.0,49,6,2019-04-17,MLFH490620190417,2019,4,17,,samples_records,2
1382,96.0,49,7,2019-04-17,MLFH490720190417,2019,4,17,,samples_records,2
1383,11.0,49,8,2019-04-17,MLFH490820190417,2019,4,17,,samples_records,2
1384,18.0,49,9,2019-04-17,MLFH490920190417,2019,4,17,,samples_records,2
1385,99.0,49,10,2019-04-17,MLFH491020190417,2019,4,17,,samples_records,2
1386,8.0,49,11,2019-04-17,MLFH491120190417,2019,4,17,,samples_records,2
1387,23.0,49,12,2019-04-17,MLFH491220190417,2019,4,17,,samples_records,2
1388,1.0,49,2,2019-05-07,MLFH490220190507,2019,5,7,,samples_records,2
1389,1.0,49,4,2019-05-07,MLFH490420190507,2019,5,7,,samples_records,2
1390,6.0,49,5,2019-05-07,MLFH490520190507,2019,5,7,,samples_records,2
1391,2.0,49,6,2019-05-07,MLFH490620190507,2019,5,7,,samples_records,2
1392,20.0,49,7,2019-05-07,MLFH490720190507,2019,5,7,,samples_records,2
1393,6.0,49,8,2019-05-07,MLFH490820190507,2019,5,7,,samples_records,2
1394,7.0,49,9,2019-05-07,MLFH490920190507,2019,5,7,,samples_records,2
1395,14.0,49,10,2019-05-07,MLFH491020190507,2019,5,7,,samples_records,2
1396,2.0,49,11,2019-05-07,MLFH491120190507,2019,5,7,,samples_records,2
1397,1.0,49,12,2019-05-07,MLFH491220190507,2019,5,7,,samples_records,2
1398,2.0,49,2,2019-05-21,MLFH490220190521,2019,5,21,,samples_records,2
1399,6.0,49,5,2019-05-21,MLFH490520190521,2019,5,21,,samples_records,2
1400,2.0,49,6,2019-05-21,MLFH490620190521,2019,5,21,,samples_records,2
1401,21.0,49,7,2019-05-21,MLFH490720190521,2019,5,21,,samples_records,2
1402,5.0,49,8,2019-05-21,MLFH490820190521,2019,5,21,,samples_records,2
1403,7.0,49,9,2019-05-21,MLFH490920190521,2019,5,21,,samples_records,2
1404,16.0,49,10,2019-05-21,MLFH491020190521,2019,5,21,,samples_records,2
1405,4.0,49,11,2019-05-21,MLFH491120190521,2019,5,21,,samples_records,2
1406,5.0,49,12,2019-05-21,MLFH491220190521,2019,5,21,,samples_records,2
1407,1.0,52,1,2019-04-02,MLFH520120190402,2019,4,2,,samples_records,2
1408,5.0,52,1,2019-04-17,MLFH520120190417,2019,4,17,,samples_records,2
1409,8.0,52,1,2019-04-26,MLFH520120190426,2019,4,26,,samples_records,2
1412,5.0,52,2,2019-04-26,MLFH520220190426,2019,4,26,,samples_records,2
1413,10.0,52,2,2019-04-17,MLFH520220190417,2019,4,17,,samples_records,2
1415,4.0,52,3,2019-04-02,MLFH520320190402,2019,4,2,,samples_records,2
1416,35.0,52,3,2019-04-26,MLFH520320190426,2019,4,26,,samples_records,2
1417,50.0,52,3,2019-04-17,MLFH520320190417,2019,4,17,,samples_records,2
1418,10.0,52,4,2019-04-02,MLFH520420190402,2019,4,2,,samples_records,2
1419,12.0,52,4,2019-04-26,MLFH520420190426,2019,4,26,,samples_records,2
1420,15.0,52,4,2019-04-17,MLFH520420190417,2019,4,17,,samples_records,2
1421,3.0,52,5,2019-04-02,MLFH520520190402,2019,4,2,,samples_records,2
1422,3.0,52,5,2019-04-26,MLFH520520190426,2019,4,26,,samples_records,2
1423,5.0,52,5,2019-04-17,MLFH520520190417,2019,4,17,,samples_records,2
1425,13.0,52,6,2019-04-26,MLFH520620190426,2019,4,26,,samples_records,2
1426,35.0,52,6,2019-04-17,MLFH520620190417,2019,4,17,,samples_records,2
1427,12.0,52,7,2019-04-26,MLFH520720190426,2019,4,26,,samples_records,2
1428,40.0,52,7,2019-04-02,MLFH520720190402,2019,4,2,,samples_records,2
1429,75.0,52,7,2019-04-17,MLFH520720190417,2019,4,17,,samples_records,2
1430,15.0,52,8,2019-04-02,MLFH520820190402,2019,4,2,,samples_records,2
1431,25.0,52,8,2019-04-26,MLFH520820190426,2019,4,26,,samples_records,2
1432,40.0,52,8,2019-04-17,MLFH520820190417,2019,4,17,,samples_records,2
1433,44.0,52,9,2019-04-26,MLFH520920190426,2019,4,26,,samples_records,2
1434,100.0,52,9,2019-04-02,MLFH520920190402,2019,4,2,,samples_records,2
1435,100.0,52,9,2019-04-17,MLFH520920190417,2019,4,17,,samples_records,2
1436,13.0,52,10,2019-04-26,MLFH521020190426,2019,4,26,,samples_records,2
1437,70.0,52,10,2019-04-02,MLFH521020190402,2019,4,2,,samples_records,2
1438,80.0,52,10,2019-04-17,MLFH521020190417,2019,4,17,,samples_records,2
1439,26.0,52,11,2019-04-26,MLFH521120190426,2019,4,26,,samples_records,2
1440,50.0,52,11,2019-04-02,MLFH521120190402,2019,4,2,,samples_records,2
1442,20.0,52,12,2019-04-02,MLFH521220190402,2019,4,2,,samples_records,2
1443,27.0,52,12,2019-04-26,MLFH521220190426,2019,4,26,,samples_records,2
1445,28.0,53,1,2019-04-26,MLFH530120190426,2019,4,26,,samples_records,2
1446,63.0,53,2,2019-04-26,MLFH530220190426,2019,4,26,,samples_records,2
1447,49.0,53,3,2019-04-26,MLFH530320190426,2019,4,26,,samples_records,2
1448,71.0,53,4,2019-04-26,MLFH530420190426,2019,4,26,,samples_records,2
1449,38.0,53,5,2019-04-26,MLFH530520190426,2019,4,26,,samples_records,2
1450,24.0,53,6,2019-04-26,MLFH530620190426,2019,4,26,,samples_records,2
1451,57.0,53,7,2019-04-26,MLFH530720190426,2019,4,26,,samples_records,2
1452,42.0,53,8,2019-04-26,MLFH530820190426,2019,4,26,,samples_records,2
1453,32.0,53,9,2019-04-26,MLFH530920190426,2019,4,26,,samples_records,2
1454,5.0,53,10,2019-04-26,MLFH531020190426,2019,4,26,,samples_records,2
1455,52.0,53,11,2019-04-26,MLFH531120190426,2019,4,26,,samples_records,2
1456,13.0,53,12,2019-04-26,MLFH531220190426,2019,4,26,,samples_records,2
1457,113.0,53,1,2019-04-17,MLFH530120190417,2019,4,17,,samples_records,2
1458,117.0,53,2,2019-04-17,MLFH530220190417,2019,4,17,,samples_records,2
1459,112.0,53,3,2019-04-17,MLFH530320190417,2019,4,17,,samples_records,2
1460,108.0,53,4,2019-04-17,MLFH530420190417,2019,4,17,,samples_records,2
1461,102.0,53,5,2019-04-17,MLFH530520190417,2019,4,17,,samples_records,2
1462,112.0,53,6,2019-04-17,MLFH530620190417,2019,4,17,,samples_records,2
1463,108.0,53,7,2019-04-17,MLFH530720190417,2019,4,17,,samples_records,2
1464,99.0,53,8,2019-04-17,MLFH530820190417,2019,4,17,,samples_records,2
1465,110.0,53,9,2019-04-17,MLFH530920190417,2019,4,17,,samples_records,2
1466,6.0,53,10,2019-04-17,MLFH531020190417,2019,4,17,,samples_records,2
1467,100.0,53,11,2019-04-17,MLFH531120190417,2019,4,17,,samples_records,2
1468,2.0,53,12,2019-04-17,MLFH531220190417,2019,4,17,,samples_records,2
1469,45.0,53,1,2019-04-05,MLFH530120190405,2019,4,5,,samples_records,2
1470,37.0,53,2,2019-04-05,MLFH530220190405,2019,4,5,,samples_records,2
1471,29.0,53,3,2019-04-05,MLFH530320190405,2019,4,5,,samples_records,2
1472,45.0,53,4,2019-04-05,MLFH530420190405,2019,4,5,,samples_records,2
1473,26.0,53,5,2019-04-05,MLFH530520190405,2019,4,5,,samples_records,2
1474,28.0,53,6,2019-04-05,MLFH530620190405,2019,4,5,,samples_records,2
1475,23.0,53,7,2019-04-05,MLFH530720190405,2019,4,5,,samples_records,2
1476,6.0,53,8,2019-04-05,MLFH530820190405,2019,4,5,,samples_records,2
1477,66.0,53,9,2019-04-05,MLFH530920190405,2019,4,5,,samples_records,2
1478,2.0,53,10,2019-04-05,MLFH531020190405,2019,4,5,,samples_records,2
1479,41.0,53,11,2019-04-05,MLFH531120190405,2019,4,5,,samples_records,2
1481,1.0,55,4,2019-04-05,MLFH550420190405,2019,4,5,,samples_records,2
1482,1.0,55,5,2019-04-05,MLFH550520190405,2019,4,5,,samples_records,2
1483,1.0,55,6,2019-04-05,MLFH550620190405,2019,4,5,,samples_records,2
1484,1.0,55,10,2019-04-05,MLFH551020190405,2019,4,5,,samples_records,2
1485,7.0,55,2,2019-04-21,MLFH550220190421,2019,4,21,,samples_records,2
1486,4.0,55,3,2019-04-21,MLFH550320190421,2019,4,21,,samples_records,2
1487,9.0,55,5,2019-04-21,MLFH550520190421,2019,4,21,,samples_records,2
1488,5.0,55,6,2019-04-21,MLFH550620190421,2019,4,21,,samples_records,2
1489,7.0,55,8,2019-04-21,MLFH550820190421,2019,4,21,,samples_records,2
1490,2.0,55,12,2019-04-21,MLFH551220190421,2019,4,21,,samples_records,2
1491,2.0,55,1,2019-05-06,MLFH550120190506,2019,5,6,,samples_records,2
1492,6.0,55,2,2019-05-06,MLFH550220190506,2019,5,6,,samples_records,2
1493,4.0,55,3,2019-05-06,MLFH550320190506,2019,5,6,,samples_records,2
1494,4.0,55,4,2019-05-06,MLFH550420190506,2019,5,6,,samples_records,2
1495,16.0,55,5,2019-05-06,MLFH550520190506,2019,5,6,,samples_records,2
1496,7.0,55,6,2019-05-06,MLFH550620190506,2019,5,6,,samples_records,2
1497,6.0,55,8,2019-05-06,MLFH550820190506,2019,5,6,,samples_records,2
1498,1.0,55,10,2019-05-06,MLFH551020190506,2019,5,6,,samples_records,2
1499,6.0,55,12,2019-05-06,MLFH551220190506,2019,5,6,,samples_records,2
1500,1.0,55,1,2019-05-21,MLFH550120190521,2019,5,21,,samples_records,2
1501,9.0,55,2,2019-05-21,MLFH550220190521,2019,5,21,,samples_records,2
1502,3.0,55,3,2019-05-21,MLFH550320190521,2019,5,21,,samples_records,2
1503,1.0,55,4,2019-05-21,MLFH550420190521,2019,5,21,,samples_records,2
1504,18.0,55,5,2019-05-21,MLFH550520190521,2019,5,21,,samples_records,2
1505,21.0,55,6,2019-05-21,MLFH550620190521,2019,5,21,,samples_records,2
1506,6.0,55,8,2019-05-21,MLFH550820190521,2019,5,21,,samples_records,2
1507,1.0,55,10,2019-05-21,MLFH551020190521,2019,5,21,,samples_records,2
1508,7.0,55,12,2019-05-21,MLFH551220190521,2019,5,21,,samples_records,2
1509,3.0,57,3,2019-01-16,MLFH570320190116,2019,1,16,,samples_records,3
1510,15.0,57,1,2019-01-16,MLFH570120190116,2019,1,16,,samples_records,3
1511,6.0,57,4,2019-01-16,MLFH570420190116,2019,1,16,,samples_records,3
1512,1.0,57,6,2019-01-16,MLFH570620190116,2019,1,16,,samples_records,3
1513,7.0,57,7,2019-01-16,MLFH570720190116,2019,1,16,,samples_records,3
1514,5.0,57,9,2019-01-16,MLFH570920190116,2019,1,16,,samples_records,3
1515,4.0,57,13,2019-01-16,MLFH571320190116,2019,1,16,,samples_records,3
1516,4.0,57,15,2019-01-16,MLFH571520190116,2019,1,16,,samples_records,3
1517,3.0,57,16,2019-01-16,MLFH571620190116,2019,1,16,,samples_records,3
1518,3.0,57,18,2019-01-16,MLFH571820190116,2019,1,16,,samples_records,3
1519,9.0,57,1,2019-01-29,MLFH570120190129,2019,1,29,,samples_records,3
1520,3.0,57,3,2019-01-29,MLFH570320190129,2019,1,29,,samples_records,3
1521,6.0,57,1,2019-02-13,MLFH570120190213,2019,2,13,,samples_records,3
1523,22.0,57,1,2019-02-27,MLFH570120190227,2019,2,27,,samples_records,3
1524,13.0,57,3,2019-02-27,MLFH570320190227,2019,2,27,,samples_records,3
1526,1.0,57,6,2019-02-27,MLFH570620190227,2019,2,27,,samples_records,3
1527,3.0,57,9,2019-02-27,MLFH570920190227,2019,2,27,,samples_records,3
1528,4.0,57,10,2019-02-27,MLFH571020190227,2019,2,27,,samples_records,3
1529,9.0,57,1,2019-03-13,MLFH570120190313,2019,3,13,,samples_records,3
1530,4.0,57,3,2019-03-13,MLFH570320190313,2019,3,13,,samples_records,3
1531,9.0,57,4,2019-03-13,MLFH570420190313,2019,3,13,,samples_records,3
1532,3.0,57,6,2019-03-13,MLFH570620190313,2019,3,13,,samples_records,3
1533,12.0,57,7,2019-03-13,MLFH570720190313,2019,3,13,,samples_records,3
1534,8.0,57,9,2019-03-13,MLFH570920190313,2019,3,13,,samples_records,3
1535,8.0,57,10,2019-03-13,MLFH571020190313,2019,3,13,,samples_records,3
1536,5.0,57,12,2019-03-13,MLFH571220190313,2019,3,13,,samples_records,3
1537,13.0,57,13,2019-03-13,MLFH571320190313,2019,3,13,,samples_records,3
1538,9.0,57,16,2019-03-13,MLFH571620190313,2019,3,13,,samples_records,3
1539,30.0,57,1,2019-03-27,MLFH570120190327,2019,3,27,,samples_records,3
1540,57.0,57,3,2019-03-27,MLFH570320190327,2019,3,27,,samples_records,3
1541,96.0,57,4,2019-03-27,MLFH570420190327,2019,3,27,,samples_records,3
1542,24.0,57,6,2019-03-27,MLFH570620190327,2019,3,27,,samples_records,3
1543,44.0,57,7,2019-03-27,MLFH570720190327,2019,3,27,,samples_records,3
1544,48.0,57,9,2019-03-27,MLFH570920190327,2019,3,27,,samples_records,3
1545,29.0,57,10,2019-03-27,MLFH571020190327,2019,3,27,,samples_records,3
1546,33.0,57,12,2019-03-27,MLFH571220190327,2019,3,27,,samples_records,3
1547,22.0,57,13,2019-03-27,MLFH571320190327,2019,3,27,,samples_records,3
1548,48.0,57,15,2019-03-27,MLFH571520190327,2019,3,27,,samples_records,3
1549,21.0,57,16,2019-03-27,MLFH571620190327,2019,3,27,,samples_records,3
1550,25.0,57,18,2019-03-27,MLFH571820190327,2019,3,27,,samples_records,3
1551,69.0,57,1,2019-04-10,MLFH570120190410,2019,4,10,,samples_records,3
1552,197.0,57,3,2019-04-10,MLFH570320190410,2019,4,10,,samples_records,3
1553,202.0,57,4,2019-04-10,MLFH570420190410,2019,4,10,,samples_records,3
1554,53.0,57,6,2019-04-10,MLFH570620190410,2019,4,10,,samples_records,3
1555,105.0,57,7,2019-04-10,MLFH570720190410,2019,4,10,,samples_records,3
1556,76.0,57,9,2019-04-10,MLFH570920190410,2019,4,10,,samples_records,3
1557,72.0,57,10,2019-04-10,MLFH571020190410,2019,4,10,,samples_records,3
1558,117.0,57,12,2019-04-10,MLFH571220190410,2019,4,10,,samples_records,3
1559,86.0,57,13,2019-04-10,MLFH571320190410,2019,4,10,,samples_records,3
1560,75.0,57,15,2019-04-10,MLFH571520190410,2019,4,10,,samples_records,3
1561,114.0,57,16,2019-04-10,MLFH571620190410,2019,4,10,,samples_records,3
1562,32.0,57,18,2019-04-10,MLFH571820190410,2019,4,10,,samples_records,3
1563,27.0,57,1,2019-04-24,MLFH570120190424,2019,4,24,,samples_records,3
1564,35.0,57,3,2019-04-24,MLFH570320190424,2019,4,24,,samples_records,3
1565,54.0,57,4,2019-04-24,MLFH570420190424,2019,4,24,,samples_records,3
1566,27.0,57,6,2019-04-24,MLFH570620190424,2019,4,24,,samples_records,3
1567,21.0,57,7,2019-04-24,MLFH570720190424,2019,4,24,,samples_records,3
1568,31.0,57,9,2019-04-24,MLFH570920190424,2019,4,24,,samples_records,3
1569,18.0,57,10,2019-04-24,MLFH571020190424,2019,4,24,,samples_records,3
1570,73.0,57,12,2019-04-24,MLFH571220190424,2019,4,24,,samples_records,3
1571,46.0,57,13,2019-04-24,MLFH571320190424,2019,4,24,,samples_records,3
1572,32.0,57,15,2019-04-24,MLFH571520190424,2019,4,24,,samples_records,3
1573,40.0,57,16,2019-04-24,MLFH571620190424,2019,4,24,,samples_records,3
1574,20.0,57,18,2019-04-24,MLFH571820190424,2019,4,24,,samples_records,3
1575,8.0,57,1,2019-05-08,MLFH570120190508,2019,5,8,,samples_records,3
1576,15.0,57,3,2019-05-08,MLFH570320190508,2019,5,8,,samples_records,3
1577,11.0,57,4,2019-05-08,MLFH570420190508,2019,5,8,,samples_records,3
1578,7.0,57,6,2019-05-08,MLFH570620190508,2019,5,8,,samples_records,3
1579,6.0,57,7,2019-05-08,MLFH570720190508,2019,5,8,,samples_records,3
1580,9.0,57,9,2019-05-08,MLFH570920190508,2019,5,8,,samples_records,3
1581,6.0,57,10,2019-05-08,MLFH571020190508,2019,5,8,,samples_records,3
1582,7.0,57,12,2019-05-08,MLFH571220190508,2019,5,8,,samples_records,3
1583,6.0,57,13,2019-05-08,MLFH571320190508,2019,5,8,,samples_records,3
1584,11.0,57,15,2019-05-08,MLFH571520190508,2019,5,8,,samples_records,3
1585,11.0,57,16,2019-05-08,MLFH571620190508,2019,5,8,,samples_records,3
1586,3.0,57,18,2019-05-08,MLFH571820190508,2019,5,8,,samples_records,3
1587,14.0,57,1,2019-05-23,MLFH570120190523,2019,5,23,,samples_records,3
1588,24.0,57,3,2019-05-23,MLFH570320190523,2019,5,23,,samples_records,3
